m,k,log_n,N,reps,n_success
28,3,7,19,100000,12380
28,3,8,1,100000,100000
28,3,8,2,100000,99431
28,3,8,3,100000,98361
28,3,8,4,100000,96596
28,3,8,5,100000,94645
28,3,8,6,100000,91898
28,3,8,7,100000,88767
28,3,8,8,100000,85478
28,3,8,9,100000,81495
28,3,8,10,100000,77296
28,3,8,11,100000,72755
28,3,8,12,100000,67804
28,3,8,13,100000,62700
28,3,8,14,100000,57146
28,3,8,15,100000,51501
28,3,8,16,100000,45179
28,3,8,17,100000,38577
28,3,8,18,100000,31783
28,3,8,19,100000,24631
28,3,9,1,100000,100000
28,3,9,2,100000,99680
28,3,9,3,100000,98989
28,3,9,4,100000,98109
28,3,9,5,100000,96933
28,3,9,6,100000,95235
28,3,9,7,100000,93357
28,3,9,8,100000,91248
28,3,9,9,100000,88754
28,3,9,10,100000,86055
28,3,9,11,100000,82904
28,3,9,12,100000,79124
28,3,9,13,100000,75276
28,3,9,14,100000,70836
28,3,9,15,100000,65994
28,3,9,16,100000,60139
28,3,9,17,100000,54139
28,3,9,18,100000,46231
28,3,9,19,100000,37064
28,3,10,1,100000,100000
28,3,10,2,100000,99739
28,3,10,3,100000,99261
28,3,10,4,100000,98614
28,3,10,5,100000,97754
28,3,10,6,100000,96433
28,3,10,7,100000,95137
28,3,10,8,100000,93313
28,3,10,9,100000,91572
28,3,10,10,100000,89220
28,3,10,11,100000,86652
28,3,10,12,100000,83961
28,3,10,13,100000,80293
28,3,10,14,100000,76683
28,3,10,15,100000,71965
28,3,10,16,100000,66584
28,3,10,17,100000,60097
28,3,10,18,100000,52339
28,3,10,19,100000,43077
28,3,11,1,100000,100000
28,3,11,2,100000,99814
28,3,11,3,100000,99475
28,3,11,4,100000,98829
28,3,11,5,100000,98161
28,3,11,6,100000,97235
28,3,11,7,100000,96205
28,3,11,8,100000,94694
28,3,11,9,100000,93138
28,3,11,10,100000,91393
28,3,11,11,100000,89204
28,3,11,12,100000,86665
28,3,11,13,100000,83726
28,3,11,14,100000,80276
28,3,11,15,100000,76195
28,3,11,16,100000,70860
28,3,11,17,100000,64733
28,3,11,18,100000,56626
28,3,11,19,100000,47033
28,3,12,1,100000,100000
28,3,12,2,100000,99830
28,3,12,3,100000,99524
28,3,12,4,100000,99004
28,3,12,5,100000,98388
28,3,12,6,100000,97525
28,3,12,7,100000,96655
28,3,12,8,100000,95400
28,3,12,9,100000,93943
28,3,12,10,100000,92306
28,3,12,11,100000,90228
28,3,12,12,100000,88100
28,3,12,13,100000,85360
28,3,12,14,100000,81898
28,3,12,15,100000,77995
28,3,12,16,100000,72794
28,3,12,17,100000,66708
28,3,12,18,100000,58859
28,3,12,19,100000,48944
28,3,13,1,100000,100000
28,3,13,2,100000,99863
28,3,13,3,100000,99580
28,3,13,4,100000,99152
28,3,13,5,100000,98520
28,3,13,6,100000,97662
28,3,13,7,100000,96757
28,3,13,8,100000,95645
28,3,13,9,100000,94468
28,3,13,10,100000,92619
28,3,13,11,100000,90932
28,3,13,12,100000,88646
28,3,13,13,100000,85768
28,3,13,14,100000,82793
28,3,13,15,100000,78844
28,3,13,16,100000,73690
28,3,13,17,100000,67496
28,3,13,18,100000,59724
28,3,13,19,100000,49647
28,3,14,1,100000,100000
28,3,14,2,100000,99859
28,3,14,3,100000,99576
28,3,14,4,100000,99135
28,3,14,5,100000,98596
28,3,14,6,100000,97795
28,3,14,7,100000,96879
28,3,14,8,100000,96030
28,3,14,9,100000,94504
28,3,14,10,100000,92986
28,3,14,11,100000,91279
28,3,14,12,100000,89019
28,3,14,13,100000,86488
28,3,14,14,100000,83319
28,3,14,15,100000,79382
28,3,14,16,100000,74480
28,3,14,17,100000,68008
28,3,14,18,100000,59949
28,3,14,19,100000,50469
28,3,15,1,100000,100000
28,3,15,2,100000,99854
28,3,15,3,100000,99505
28,3,15,4,100000,99168
28,3,15,5,100000,98569
28,3,15,6,100000,97853
28,3,15,7,100000,97003
28,3,15,8,100000,95843
28,3,15,9,100000,94542
28,3,15,10,100000,93176
28,3,15,11,100000,91148
28,3,15,12,100000,89133
28,3,15,13,100000,86728
28,3,15,14,100000,83252
28,3,15,15,100000,79610
28,3,15,16,100000,74529
28,3,15,17,100000,68189
28,3,15,18,100000,60425
28,3,15,19,100000,50328
28,3,16,1,100000,100000
28,3,16,2,100000,99859
28,3,16,3,100000,99552
28,3,16,4,100000,99115
28,3,16,5,100000,98624
28,3,16,6,100000,97812
28,3,16,7,100000,96927
28,3,16,8,100000,95919
28,3,16,9,100000,94810
28,3,16,10,100000,93135
28,3,16,11,100000,91256
28,3,16,12,100000,89207
28,3,16,13,100000,86727
28,3,16,14,100000,83307
28,3,16,15,100000,79771
28,3,16,16,100000,74909
28,3,16,17,100000,68684
28,3,16,18,100000,60941
28,3,16,19,100000,50478
28,3,17,1,100000,100000
28,3,17,2,100000,99879
28,3,17,3,100000,99597
28,3,17,4,100000,99162
28,3,17,5,100000,98641
28,3,17,6,100000,97886
28,3,17,7,100000,97038
28,3,17,8,100000,96038
28,3,17,9,100000,94691
28,3,17,10,100000,93179
28,3,17,11,100000,91454
28,3,17,12,100000,89174
28,3,17,13,100000,86642
28,3,17,14,100000,83690
28,3,17,15,100000,79660
28,3,17,16,100000,74897
28,3,17,17,100000,68248
28,3,17,18,100000,60758
28,3,17,19,100000,50628
28,3,18,1,100000,100000
28,3,18,2,100000,99849
28,3,18,3,100000,99588
28,3,18,4,100000,99169
28,3,18,5,100000,98600
28,3,18,6,100000,97973
28,3,18,7,100000,96984
28,3,18,8,100000,95919
28,3,18,9,100000,94681
28,3,18,10,100000,93339
28,3,18,11,100000,91431
28,3,18,12,100000,89218
28,3,18,13,100000,86635
28,3,18,14,100000,83460
28,3,18,15,100000,79705
28,3,18,16,100000,75063
28,3,18,17,100000,68720
28,3,18,18,100000,60575
28,3,18,19,100000,50570
28,3,19,1,100000,100000
28,3,19,2,100000,99880
28,3,19,3,100000,99514
28,3,19,4,100000,99121
28,3,19,5,100000,98610
28,3,19,6,100000,97908
28,3,19,7,100000,97023
28,3,19,8,100000,96045
28,3,19,9,100000,94615
28,3,19,10,100000,93170
28,3,19,11,100000,91498
28,3,19,12,100000,89290
28,3,19,13,100000,86605
28,3,19,14,100000,83896
28,3,19,15,100000,79719
28,3,19,16,100000,74963
28,3,19,17,100000,68714
28,3,19,18,100000,60556
28,3,19,19,100000,50636
28,3,20,1,100000,100000
28,3,20,2,100000,99861
28,3,20,3,100000,99572
28,3,20,4,100000,99162
28,3,20,5,100000,98604
28,3,20,6,100000,98018
28,3,20,7,100000,97036
28,3,20,8,100000,95960
28,3,20,9,100000,94563
28,3,20,10,100000,93133
28,3,20,11,100000,91258
28,3,20,12,100000,89244
28,3,20,13,100000,86830
28,3,20,14,100000,83729
28,3,20,15,100000,79694
28,3,20,16,100000,74889
28,3,20,17,100000,68660
28,3,20,18,100000,60637
28,3,20,19,100000,50621
28,3,21,1,100000,100000
28,3,21,2,100000,99859
28,3,21,3,100000,99586
28,3,21,4,100000,99236
28,3,21,5,100000,98613
28,3,21,6,100000,97869
28,3,21,7,100000,96991
28,3,21,8,100000,95980
28,3,21,9,100000,94743
28,3,21,10,100000,93349
28,3,21,11,100000,91454
28,3,21,12,100000,89243
28,3,21,13,100000,86921
28,3,21,14,100000,83629
28,3,21,15,100000,79817
28,3,21,16,100000,74750
28,3,21,17,100000,68233
28,3,21,18,100000,60569
28,3,21,19,100000,50767
28,3,22,1,100000,100000
28,3,22,2,100000,99856
28,3,22,3,100000,99566
28,3,22,4,100000,99232
28,3,22,5,100000,98634
28,3,22,6,100000,97937
28,3,22,7,100000,96971
28,3,22,8,100000,95951
28,3,22,9,100000,94702
28,3,22,10,100000,93205
28,3,22,11,100000,91417
28,3,22,12,100000,89208
28,3,22,13,100000,86727
28,3,22,14,100000,83496
28,3,22,15,100000,79761
28,3,22,16,100000,74675
28,3,22,17,100000,68465
28,3,22,18,100000,60930
28,3,22,19,100000,50615
28,3,23,1,100000,100000
28,3,23,2,100000,99866
28,3,23,3,100000,99586
28,3,23,4,100000,99210
28,3,23,5,100000,98630
28,3,23,6,100000,97950
28,3,23,7,100000,97041
28,3,23,8,100000,95917
28,3,23,9,100000,94699
28,3,23,10,100000,93294
28,3,23,11,100000,91552
28,3,23,12,100000,89366
28,3,23,13,100000,86775
28,3,23,14,100000,83637
28,3,23,15,100000,79839
28,3,23,16,100000,74735
28,3,23,17,100000,68670
28,3,23,18,100000,60504
28,3,23,19,100000,50677
28,3,24,1,100000,100000
28,3,24,2,100000,99847
28,3,24,3,100000,99601
28,3,24,4,100000,99171
28,3,24,5,100000,98607
28,3,24,6,100000,97922
28,3,24,7,100000,97114
28,3,24,8,100000,96014
28,3,24,9,100000,94765
28,3,24,10,100000,93217
28,3,24,11,100000,91565
28,3,24,12,100000,89435
28,3,24,13,100000,86660
28,3,24,14,100000,83675
28,3,24,15,100000,79761
28,3,24,16,100000,74839
28,3,24,17,100000,68645
28,3,24,18,100000,60731
28,3,24,19,100000,50682
28,3,25,1,100000,100000
28,3,25,2,100000,99846
28,3,25,3,100000,99558
28,3,25,4,100000,99178
28,3,25,5,100000,98671
28,3,25,6,100000,97971
28,3,25,7,100000,96954
28,3,25,8,100000,96034
28,3,25,9,100000,94694
28,3,25,10,100000,93143
28,3,25,11,100000,91340
28,3,25,12,100000,89270
28,3,25,13,100000,86732
28,3,25,14,100000,83835
28,3,25,15,100000,79643
28,3,25,16,100000,74853
28,3,25,17,100000,68841
28,3,25,18,100000,60709
28,3,25,19,100000,50633
28,3,26,1,100000,100000
28,3,26,2,100000,99856
28,3,26,3,100000,99590
28,3,26,4,100000,99247
28,3,26,5,100000,98593
28,3,26,6,100000,97921
28,3,26,7,100000,97012
28,3,26,8,100000,96058
28,3,26,9,100000,94651
28,3,26,10,100000,93288
28,3,26,11,100000,91375
28,3,26,12,100000,89399
28,3,26,13,100000,86757
28,3,26,14,100000,83734
28,3,26,15,100000,79975
28,3,26,16,100000,75122
28,3,26,17,100000,68547
28,3,26,18,100000,60654
28,3,26,19,100000,50625
28,3,27,1,100000,100000
28,3,27,2,100000,99859
28,3,27,3,100000,99624
28,3,27,4,100000,99204
28,3,27,5,100000,98601
28,3,27,6,100000,97843
28,3,27,7,100000,96994
28,3,27,8,100000,95933
28,3,27,9,100000,94688
28,3,27,10,100000,93198
28,3,27,11,100000,91385
28,3,27,12,100000,89446
28,3,27,13,100000,86656
28,3,27,14,100000,83408
28,3,27,15,100000,79677
28,3,27,16,100000,75076
28,3,27,17,100000,68491
28,3,27,18,100000,60566
28,3,27,19,100000,50772
28,3,28,1,100000,100000
28,3,28,2,100000,99871
28,3,28,3,100000,99593
28,3,28,4,100000,99151
28,3,28,5,100000,98539
28,3,28,6,100000,97919
28,3,28,7,100000,97066
28,3,28,8,100000,95989
28,3,28,9,100000,94678
28,3,28,10,100000,93185
28,3,28,11,100000,91477
28,3,28,12,100000,89340
28,3,28,13,100000,86836
28,3,28,14,100000,83621
28,3,28,15,100000,79878
28,3,28,16,100000,74987
28,3,28,17,100000,68587
28,3,28,18,100000,60550
28,3,28,19,100000,50564
28,3,29,1,100000,100000
28,3,29,2,100000,99846
28,3,29,3,100000,99567
28,3,29,4,100000,99170
28,3,29,5,100000,98601
28,3,29,6,100000,97841
28,3,29,7,100000,97032
28,3,29,8,100000,95996
28,3,29,9,100000,94593
28,3,29,10,100000,93248
28,3,29,11,100000,91509
28,3,29,12,100000,89124
28,3,29,13,100000,86742
28,3,29,14,100000,83642
28,3,29,15,100000,79728
28,3,29,16,100000,74821
28,3,29,17,100000,68655
28,3,29,18,100000,60486
28,3,29,19,100000,50605
28,3,30,1,100000,100000
28,3,30,2,100000,99841
28,3,30,3,100000,99566
28,3,30,4,100000,99183
28,3,30,5,100000,98615
28,3,30,6,100000,97914
28,3,30,7,100000,97072
28,3,30,8,100000,96032
28,3,30,9,100000,94801
28,3,30,10,100000,93421
28,3,30,11,100000,91448
28,3,30,12,100000,89548
28,3,30,13,100000,86926
28,3,30,14,100000,83550
28,3,30,15,100000,79738
28,3,30,16,100000,74771
28,3,30,17,100000,68722
28,3,30,18,100000,60608
28,3,30,19,100000,50672
28,3,31,1,100000,100000
28,3,31,2,100000,99865
28,3,31,3,100000,99586
28,3,31,4,100000,99233
28,3,31,5,100000,98585
28,3,31,6,100000,97940
28,3,31,7,100000,97102
28,3,31,8,100000,96048
28,3,31,9,100000,94704
28,3,31,10,100000,93225
28,3,31,11,100000,91278
28,3,31,12,100000,89293
28,3,31,13,100000,86900
28,3,31,14,100000,83460
28,3,31,15,100000,79813
28,3,31,16,100000,74941
28,3,31,17,100000,68530
28,3,31,18,100000,60465
28,3,31,19,100000,50916
28,3,32,1,100000,100000
28,3,32,2,100000,99874
28,3,32,3,100000,99625
28,3,32,4,100000,99172
28,3,32,5,100000,98694
28,3,32,6,100000,98001
28,3,32,7,100000,97072
28,3,32,8,100000,96057
28,3,32,9,100000,94732
28,3,32,10,100000,93207
28,3,32,11,100000,91167
28,3,32,12,100000,89323
28,3,32,13,100000,86814
28,3,32,14,100000,83674
28,3,32,15,100000,79924
28,3,32,16,100000,74766
28,3,32,17,100000,68368
28,3,32,18,100000,60568
28,3,32,19,100000,50646
28,4,3,1,100000,100000
28,4,3,2,100000,87417
28,4,3,3,100000,65705
28,4,3,4,100000,40967
28,4,3,5,100000,20431
28,4,3,6,100000,7681
28,4,3,7,100000,1979
28,4,3,8,100000,238
28,4,3,9,100000,0
28,4,3,10,100000,0
28,4,3,11,100000,0
28,4,3,12,100000,0
28,4,3,13,100000,0
28,4,3,14,100000,0
28,4,3,15,100000,0
28,4,3,16,100000,0
28,4,3,17,100000,0
28,4,3,18,100000,0
28,4,3,19,100000,0
28,4,4,1,100000,100000
28,4,4,2,100000,92844
28,4,4,3,100000,80129
28,4,4,4,100000,63200
28,4,4,5,100000,45903
28,4,4,6,100000,29995
28,4,4,7,100000,17750
28,4,4,8,100000,9377
28,4,4,9,100000,4351
28,4,4,10,100000,1675
28,4,4,11,100000,532
28,4,4,12,100000,161
28,4,4,13,100000,22
28,4,4,14,100000,7
28,4,4,15,100000,1
28,4,4,16,100000,0
28,4,4,17,100000,0
28,4,4,18,100000,0
28,4,4,19,100000,0
28,4,5,1,100000,100000
28,4,5,2,100000,96586
28,4,5,3,100000,90179
28,4,5,4,100000,81318
28,4,5,5,100000,70570
28,4,5,6,100000,59313
28,4,5,7,100000,47215
28,4,5,8,100000,36294
28,4,5,9,100000,26959
28,4,5,10,100000,18583
28,4,5,11,100000,12821
28,4,5,12,100000,8008
28,4,5,13,100000,4990
28,4,5,14,100000,2895
28,4,5,15,100000,1545
28,4,5,16,100000,736
28,4,5,17,100000,347
28,4,5,18,100000,152
28,4,5,19,100000,48
28,4,6,1,100000,100000
28,4,6,2,100000,98279
28,4,6,3,100000,95013
28,4,6,4,100000,90441
28,4,6,5,100000,84450
28,4,6,6,100000,77320
28,4,6,7,100000,69498
28,4,6,8,100000,61737
28,4,6,9,100000,53377
28,4,6,10,100000,45343
28,4,6,11,100000,37850
28,4,6,12,100000,30993
28,4,6,13,100000,24400
28,4,6,14,100000,19147
28,4,6,15,100000,14481
28,4,6,16,100000,10417
28,4,6,17,100000,7253
28,4,6,18,100000,4536
28,4,6,19,100000,2594
28,4,7,1,100000,100000
28,4,7,2,100000,99247
28,4,7,3,100000,97467
28,4,7,4,100000,95004
28,4,7,5,100000,91979
28,4,7,6,100000,88238
28,4,7,7,100000,83876
28,4,7,8,100000,78729
28,4,7,9,100000,73556
28,4,7,10,100000,68041
28,4,7,11,100000,62359
28,4,7,12,100000,56265
28,4,7,13,100000,50293
28,4,7,14,100000,44559
28,4,7,15,100000,38579
28,4,7,16,100000,32471
28,4,7,17,100000,26100
28,4,7,18,100000,19564
28,4,7,19,100000,13260
28,4,8,1,100000,100000
28,4,8,2,100000,99576
28,4,8,3,100000,98729
28,4,8,4,100000,97334
28,4,8,5,100000,95609
28,4,8,6,100000,93489
28,4,8,7,100000,91136
28,4,8,8,100000,88172
28,4,8,9,100000,84884
28,4,8,10,100000,81542
28,4,8,11,100000,77491
28,4,8,12,100000,74081
28,4,8,13,100000,69534
28,4,8,14,100000,64914
28,4,8,15,100000,59968
28,4,8,16,100000,53807
28,4,8,17,100000,46558
28,4,8,18,100000,37853
28,4,8,19,100000,27775
28,4,9,1,100000,100000
28,4,9,2,100000,99780
28,4,9,3,100000,99275
28,4,9,4,100000,98580
28,4,9,5,100000,97687
28,4,9,6,100000,96381
28,4,9,7,100000,95191
28,4,9,8,100000,93442
28,4,9,9,100000,91598
28,4,9,10,100000,89587
28,4,9,11,100000,87361
28,4,9,12,100000,84687
28,4,9,13,100000,82019
28,4,9,14,100000,78461
28,4,9,15,100000,74623
28,4,9,16,100000,69240
28,4,9,17,100000,62328
28,4,9,18,100000,52954
28,4,9,19,100000,39774
28,4,10,1,100000,100000
28,4,10,2,100000,99844
28,4,10,3,100000,99527
28,4,10,4,100000,99163
28,4,10,5,100000,98654
28,4,10,6,100000,97860
28,4,10,7,100000,96979
28,4,10,8,100000,96011
28,4,10,9,100000,94902
28,4,10,10,100000,93673
28,4,10,11,100000,92043
28,4,10,12,100000,90547
28,4,10,13,100000,88557
28,4,10,14,100000,85838
28,4,10,15,100000,83018
28,4,10,16,100000,77994
28,4,10,17,100000,71135
28,4,10,18,100000,61022
28,4,10,19,100000,47071
28,4,11,1,100000,100000
28,4,11,2,100000,99931
28,4,11,3,100000,99687
28,4,11,4,100000,99463
28,4,11,5,100000,99097
28,4,11,6,100000,98697
28,4,11,7,100000,98103
28,4,11,8,100000,97328
28,4,11,9,100000,96633
28,4,11,10,100000,95753
28,4,11,11,100000,94720
28,4,11,12,100000,93586
28,4,11,13,100000,92074
28,4,11,14,100000,90076
28,4,11,15,100000,87405
28,4,11,16,100000,83137
28,4,11,17,100000,76297
28,4,11,18,100000,66076
28,4,11,19,100000,51560
28,4,12,1,100000,100000
28,4,12,2,100000,99929
28,4,12,3,100000,99815
28,4,12,4,100000,99614
28,4,12,5,100000,99398
28,4,12,6,100000,99025
28,4,12,7,100000,98574
28,4,12,8,100000,98136
28,4,12,9,100000,97570
28,4,12,10,100000,96881
28,4,12,11,100000,96130
28,4,12,12,100000,95058
28,4,12,13,100000,93889
28,4,12,14,100000,92202
28,4,12,15,100000,89647
28,4,12,16,100000,85679
28,4,12,17,100000,78992
28,4,12,18,100000,68807
28,4,12,19,100000,53978
28,4,13,1,100000,100000
28,4,13,2,100000,99938
28,4,13,3,100000,99809
28,4,13,4,100000,99692
28,4,13,5,100000,99455
28,4,13,6,100000,99168
28,4,13,7,100000,98796
28,4,13,8,100000,98450
28,4,13,9,100000,97942
28,4,13,10,100000,97394
28,4,13,11,100000,96734
28,4,13,12,100000,95892
28,4,13,13,100000,94715
28,4,13,14,100000,93241
28,4,13,15,100000,91076
28,4,13,16,100000,86665
28,4,13,17,100000,80296
28,4,13,18,100000,70123
28,4,13,19,100000,54927
28,4,14,1,100000,100000
28,4,14,2,100000,99952
28,4,14,3,100000,99858
28,4,14,4,100000,99709
28,4,14,5,100000,99488
28,4,14,6,100000,99249
28,4,14,7,100000,99002
28,4,14,8,100000,98595
28,4,14,9,100000,98143
28,4,14,10,100000,97613
28,4,14,11,100000,97013
28,4,14,12,100000,96237
28,4,14,13,100000,95224
28,4,14,14,100000,93619
28,4,14,15,100000,91227
28,4,14,16,100000,87445
28,4,14,17,100000,80919
28,4,14,18,100000,70313
28,4,14,19,100000,55062
28,4,15,1,100000,100000
28,4,15,2,100000,99959
28,4,15,3,100000,99876
28,4,15,4,100000,99713
28,4,15,5,100000,99580
28,4,15,6,100000,99300
28,4,15,7,100000,99046
28,4,15,8,100000,98646
28,4,15,9,100000,98304
28,4,15,10,100000,97744
28,4,15,11,100000,97186
28,4,15,12,100000,96337
28,4,15,13,100000,95395
28,4,15,14,100000,93802
28,4,15,15,100000,91804
28,4,15,16,100000,87617
28,4,15,17,100000,81211
28,4,15,18,100000,70859
28,4,15,19,100000,55768
28,4,16,1,100000,100000
28,4,16,2,100000,99961
28,4,16,3,100000,99878
28,4,16,4,100000,99741
28,4,16,5,100000,99526
28,4,16,6,100000,99348
28,4,16,7,100000,99063
28,4,16,8,100000,98735
28,4,16,9,100000,98329
28,4,16,10,100000,97855
28,4,16,11,100000,97267
28,4,16,12,100000,96446
28,4,16,13,100000,95640
28,4,16,14,100000,94136
28,4,16,15,100000,91653
28,4,16,16,100000,88016
28,4,16,17,100000,81457
28,4,16,18,100000,70911
28,4,16,19,100000,55797
28,4,17,1,100000,100000
28,4,17,2,100000,99945
28,4,17,3,100000,99871
28,4,17,4,100000,99716
28,4,17,5,100000,99607
28,4,17,6,100000,99389
28,4,17,7,100000,99072
28,4,17,8,100000,98738
28,4,17,9,100000,98331
28,4,17,10,100000,97846
28,4,17,11,100000,97297
28,4,17,12,100000,96576
28,4,17,13,100000,95628
28,4,17,14,100000,94030
28,4,17,15,100000,91748
28,4,17,16,100000,88001
28,4,17,17,100000,81367
28,4,17,18,100000,71041
28,4,17,19,100000,55634
28,4,18,1,100000,100000
28,4,18,2,100000,99975
28,4,18,3,100000,99846
28,4,18,4,100000,99731
28,4,18,5,100000,99588
28,4,18,6,100000,99356
28,4,18,7,100000,99116
28,4,18,8,100000,98759
28,4,18,9,100000,98415
28,4,18,10,100000,97957
28,4,18,11,100000,97315
28,4,18,12,100000,96467
28,4,18,13,100000,95544
28,4,18,14,100000,93969
28,4,18,15,100000,91939
28,4,18,16,100000,88145
28,4,18,17,100000,81669
28,4,18,18,100000,71152
28,4,18,19,100000,55686
28,4,19,1,100000,100000
28,4,19,2,100000,99959
28,4,19,3,100000,99860
28,4,19,4,100000,99750
28,4,19,5,100000,99562
28,4,19,6,100000,99342
28,4,19,7,100000,99098
28,4,19,8,100000,98727
28,4,19,9,100000,98312
28,4,19,10,100000,97817
28,4,19,11,100000,97255
28,4,19,12,100000,96636
28,4,19,13,100000,95530
28,4,19,14,100000,94183
28,4,19,15,100000,91750
28,4,19,16,100000,88132
28,4,19,17,100000,81509
28,4,19,18,100000,71102
28,4,19,19,100000,55925
28,4,20,1,100000,100000
28,4,20,2,100000,99957
28,4,20,3,100000,99884
28,4,20,4,100000,99755
28,4,20,5,100000,99574
28,4,20,6,100000,99349
28,4,20,7,100000,99093
28,4,20,8,100000,98771
28,4,20,9,100000,98391
28,4,20,10,100000,97934
28,4,20,11,100000,97405
28,4,20,12,100000,96643
28,4,20,13,100000,95571
28,4,20,14,100000,94237
28,4,20,15,100000,91812
28,4,20,16,100000,88008
28,4,20,17,100000,81755
28,4,20,18,100000,71146
28,4,20,19,100000,56155
28,4,21,1,100000,100000
28,4,21,2,100000,99962
28,4,21,3,100000,99877
28,4,21,4,100000,99719
28,4,21,5,100000,99574
28,4,21,6,100000,99327
28,4,21,7,100000,99054
28,4,21,8,100000,98796
28,4,21,9,100000,98397
28,4,21,10,100000,97912
28,4,21,11,100000,97323
28,4,21,12,100000,96530
28,4,21,13,100000,95507
28,4,21,14,100000,94167
28,4,21,15,100000,91921
28,4,21,16,100000,88114
28,4,21,17,100000,81615
28,4,21,18,100000,71102
28,4,21,19,100000,56042
28,4,22,1,100000,100000
28,4,22,2,100000,99972
28,4,22,3,100000,99888
28,4,22,4,100000,99723
28,4,22,5,100000,99586
28,4,22,6,100000,99349
28,4,22,7,100000,99138
28,4,22,8,100000,98798
28,4,22,9,100000,98392
28,4,22,10,100000,97942
28,4,22,11,100000,97302
28,4,22,12,100000,96679
28,4,22,13,100000,95677
28,4,22,14,100000,94170
28,4,22,15,100000,91774
28,4,22,16,100000,88120
28,4,22,17,100000,81632
28,4,22,18,100000,70981
28,4,22,19,100000,56037
28,4,23,1,100000,100000
28,4,23,2,100000,99952
28,4,23,3,100000,99860
28,4,23,4,100000,99740
28,4,23,5,100000,99564
28,4,23,6,100000,99413
28,4,23,7,100000,99068
28,4,23,8,100000,98781
28,4,23,9,100000,98375
28,4,23,10,100000,97881
28,4,23,11,100000,97360
28,4,23,12,100000,96573
28,4,23,13,100000,95597
28,4,23,14,100000,94002
28,4,23,15,100000,91916
28,4,23,16,100000,88051
28,4,23,17,100000,81545
28,4,23,18,100000,71231
28,4,23,19,100000,56132
28,4,24,1,100000,100000
28,4,24,2,100000,99953
28,4,24,3,100000,99867
28,4,24,4,100000,99781
28,4,24,5,100000,99578
28,4,24,6,100000,99352
28,4,24,7,100000,99076
28,4,24,8,100000,98787
28,4,24,9,100000,98387
28,4,24,10,100000,97946
28,4,24,11,100000,97322
28,4,24,12,100000,96529
28,4,24,13,100000,95667
28,4,24,14,100000,94233
28,4,24,15,100000,92010
28,4,24,16,100000,88086
28,4,24,17,100000,81753
28,4,24,18,100000,71011
28,4,24,19,100000,55946
28,4,25,1,100000,100000
28,4,25,2,100000,99969
28,4,25,3,100000,99871
28,4,25,4,100000,99731
28,4,25,5,100000,99599
28,4,25,6,100000,99361
28,4,25,7,100000,99054
28,4,25,8,100000,98787
28,4,25,9,100000,98353
28,4,25,10,100000,97855
28,4,25,11,100000,97353
28,4,25,12,100000,96616
28,4,25,13,100000,95570
28,4,25,14,100000,94258
28,4,25,15,100000,91808
28,4,25,16,100000,88139
28,4,25,17,100000,81471
28,4,25,18,100000,71188
28,4,25,19,100000,56025
28,4,26,1,100000,100000
28,4,26,2,100000,99968
28,4,26,3,100000,99882
28,4,26,4,100000,99734
28,4,26,5,100000,99558
28,4,26,6,100000,99332
28,4,26,7,100000,99155
28,4,26,8,100000,98827
28,4,26,9,100000,98329
28,4,26,10,100000,97923
28,4,26,11,100000,97378
28,4,26,12,100000,96647
28,4,26,13,100000,95639
28,4,26,14,100000,94146
28,4,26,15,100000,91982
28,4,26,16,100000,88156
28,4,26,17,100000,81482
28,4,26,18,100000,71303
28,4,26,19,100000,55731
28,4,27,1,100000,100000
28,4,27,2,100000,99970
28,4,27,3,100000,99867
28,4,27,4,100000,99755
28,4,27,5,100000,99599
28,4,27,6,100000,99337
28,4,27,7,100000,99104
28,4,27,8,100000,98722
28,4,27,9,100000,98382
28,4,27,10,100000,98028
28,4,27,11,100000,97369
28,4,27,12,100000,96612
28,4,27,13,100000,95564
28,4,27,14,100000,94204
28,4,27,15,100000,91917
28,4,27,16,100000,88159
28,4,27,17,100000,81583
28,4,27,18,100000,71211
28,4,27,19,100000,56083
28,4,28,1,100000,100000
28,4,28,2,100000,99962
28,4,28,3,100000,99864
28,4,28,4,100000,99757
28,4,28,5,100000,99599
28,4,28,6,100000,99362
28,4,28,7,100000,99115
28,4,28,8,100000,98833
28,4,28,9,100000,98415
28,4,28,10,100000,97930
28,4,28,11,100000,97357
