n,N,reps,n_fail
1501448461,98,100000,1
2523561,36,100000,25
3826,35,100000,14354
1818,24,100000,14251
4587367,66,100000,43
35286814,46,100000,1
30670,64,100000,6314
904,56,100000,82374
1125150416,50,100000,0
142,29,100000,95484
526,91,100000,99977
493413503,68,100000,0
123,27,100000,95352
7247,7,100000,281
158840645,10,100000,0
11407,60,100000,14377
1540,14,100000,5585
957997,63,100000,184
22514,45,100000,4351
726,75,100000,98082
31831896,44,100000,3
15220,27,100000,2281
302109,54,100000,466
285,64,100000,99963
336,76,100000,99990
16696,49,100000,6936
13395624,54,100000,13
1770558742,3,100000,0
16125488,60,100000,12
760607838,90,100000,1
12385,12,100000,548
463,4,100000,1359
3111,10,100000,1445
372,16,100000,27801
2903421395,68,100000,1
1393,31,100000,28417
1577,11,100000,3318
5929,55,100000,22215
320082009,31,100000,0
328068,17,100000,36
5996715,88,100000,59
80,87,100000,100000
596368,79,100000,514
795819,37,100000,79
385310784,22,100000,0
5987,82,100000,42923
282853353,35,100000,1
10078,45,100000,9251
14562,64,100000,13088
200,66,100000,99999
71394,99,100000,6570
9055515,87,100000,42
1978,89,100000,86532
38473,53,100000,3562
792,87,100000,99266
21523,88,100000,16088
1410,32,100000,29648
251,36,100000,92872
47088222,11,100000,0
857,67,100000,92865
51134293,56,100000,2
84,38,100000,99994
1079718661,86,100000,1
1495,57,100000,66100
25478,67,100000,8373
1177238,41,100000,77
149317832,54,100000,3
80791,17,100000,175
2096350,68,100000,130
36920,65,100000,5513
17223,76,100000,15312
537978,11,100000,7
1649,19,100000,9883
11837583,12,100000,2
343,90,100000,100000
4736,39,100000,14371
64404,29,100000,630
11746,33,100000,4336
135,33,100000,98609
816,33,100000,48172
1397,85,100000,92808
1023,91,100000,98381
26944,82,100000,11806
19411664,78,100000,17
36920,17,100000,353
131,11,100000,35139
10758,55,100000,12857
68511,82,100000,4711
40927,31,100000,1121
23367523,76,100000,6
203404946,68,100000,0
3895,97,100000,70027
4924,85,100000,51750
473490263,8,100000,0
25,38,100000,100000
63090,45,100000,1502
80,13,100000,64265
294755087,99,100000,3
17875690,62,100000,6
234969466,67,100000,1
244856371,33,100000,1
3051,96,100000,77756
1649,59,100000,64783
17,90,100000,100000
3971125,69,100000,66
3464,75,100000,55431
412,27,100000,58048
270,40,100000,95340
1061975,41,100000,81
18703,89,100000,19161
439,51,100000,95084
6146,15,100000,1644
7000,68,100000,28244
531,83,100000,99869
162148013,76,100000,2
2175756195,68,100000,1
12096,9,100000,281
49855,75,100000,5440
6474,89,100000,45557
473490263,92,100000,1
4037475450,5,100000,0
25375384,19,100000,0
2087902676,6,100000,0
5320,71,100000,37294
3674,10,100000,1261
3905,73,100000,49149
686137020,50,100000,0
125,59,100000,100000
719,65,100000,94995
8593,64,100000,20982
1734444275,29,100000,0
100939671,98,100000,4
13468,47,100000,7760
203404946,35,100000,0
22423980,82,100000,12
25912,40,100000,3001
3795420754,51,100000,0
10863,78,100000,24370
8849,19,100000,1965
72587538,53,100000,6
1564625510,10,100000,0
463832380,60,100000,0
4493798,32,100000,10
1555,6,100000,982
177,96,100000,100000
493413503,65,100000,0
1230,73,100000,88688
5105,32,100000,9197
12335677,83,100000,20
172489077,67,100000,2
1252316,91,100000,320
289911,62,100000,637
2661,18,100000,5627
52350,89,100000,7256
2619148535,59,100000,0
12334,70,100000,17729
776445157,34,100000,0
84,34,100000,99962
35,96,100000,100000
47017,75,100000,5628
634402,9,100000,3
1601,26,100000,18605
31308,98,100000,14122
4329,71,100000,43756
220,66,100000,100000
40927,53,100000,3444
14562,25,100000,2081
19015720,94,100000,20
115,87,100000,100000
85,24,100000,97207
213,72,100000,100000
200,19,100000,58927
47278,18,100000,305
1748,89,100000,89687
271432191,71,100000,2
80791,20,100000,261
1586,62,100000,70001
6046,46,100000,15791
514175061,70,100000,0
38298,82,100000,8189
2126,83,100000,80263
420,46,100000,92246
57721,86,100000,5944
52199007,18,100000,1
3165656,5,100000,1
41779,42,100000,1993
194,68,100000,100000
864200,13,100000,12
495409,6,100000,6
41779,18,100000,381
1137,4,100000,518
181,54,100000,99988
114,27,100000,96385
14142,96,100000,27386
2239,3,100000,135
22822,62,100000,8042
5544,64,100000,30386
2619148535,98,100000,0
5191148,31,100000,9
1126,66,100000,85680
378978,51,100000,364
4337,98,100000,67167
15536,47,100000,6728
1715,12,100000,3715
356258,44,100000,263
3638,89,100000,66454
22822,48,100000,4729
8372,56,100000,16796
87379985,11,100000,0
800,46,100000,73564
37557,68,100000,5922
294755087,44,100000,0
302109,29,100000,130
816,77,100000,97503
45215,12,100000,166
103041429,77,100000,2
22983,45,100000,4120
703257,73,100000,400
39,90,100000,100000
4138220,30,100000,12
2565725199,53,100000,0
45,10,100000,66093
39824,89,100000,9296
8512619,35,100000,4
448,57,100000,97504
50091295,81,100000,11
227,24,100000,71687
6404,33,100000,7959
2903421395,83,100000,0
3733048,15,100000,3
1564625510,88,100000,0
12214,5,100000,77
146,3,100000,2149
298,22,100000,54633
22514,36,100000,2815
56604,82,100000,5716
212821,47,100000,554
864200,70,100000,255
35429,78,100000,8189
4682885,90,100000,75
4554,36,100000,13067
1564625510,74,100000,0
917,11,100000,5793
2472087,92,100000,161
633,6,100000,2376
2513391550,22,100000,0
47088222,6,100000,0
562,94,100000,99971
445,94,100000,99996
3972,51,100000,27629
19411664,18,100000,1
977944,9,100000,8
527004,44,100000,185
60610,63,100000,3181
5646,53,100000,21816
48,86,100000,100000
41611403,51,100000,6
69938,27,100000,516
735,18,100000,18577
1978,76,100000,76575
5001,52,100000,23388
38473,77,100000,7268
37192,18,100000,418
1254,8,100000,2226
332,9,100000,10383
19015720,53,100000,7
121509934,60,100000,0
3451,78,100000,58404
211963697,41,100000,1
2975868,65,100000,63
149317832,19,100000,0
1507523,98,100000,320
78824644,66,100000,3
1532711507,4,100000,0
14249937,50,100000,5
560614,56,100000,272
3671,80,100000,58295
2367,48,100000,38249
53,82,100000,100000
691,4,100000,895
3152898778,94,100000,0
22055,36,100000,2753
61554832,57,100000,2
38674,4,100000,16
11643,61,100000,14498
1783,31,100000,22923
1382644319,72,100000,0
201,83,100000,100000
832,44,100000,68677
1252316,54,100000,98
75641832,43,100000,1
1501448461,87,100000,0
917,57,100000,83137
467,25,100000,47730
11127896,93,100000,37
146272164,49,100000,1
14142,39,100000,5142
1466,3,100000,232
1966,88,100000,86151
4207361924,24,100000,0
55,81,100000,100000
23272,78,100000,11766
12132,6,100000,119
149,99,100000,100000
5325,79,100000,43961
963,58,100000,82653
1564625510,17,100000,0
15536,61,100000,11191
56684223,23,100000,0
60543,72,100000,4104
4701,52,100000,24678
59437,78,100000,4886
606332600,12,100000,0
75,9,100000,39355
281,42,100000,96142
4053812,49,100000,29
2794,90,100000,76413
362210635,51,100000,0
2586,11,100000,2145
658431916,82,100000,1
10550,59,100000,15092
35286814,54,100000,8
454,26,100000,51974
1073,91,100000,97975
6927289,27,100000,5
54615,78,100000,5319
5754577,71,100000,49
169,49,100000,99948
18247896,13,100000,0
23501,3,100000,20
153,71,100000,100000
6864,21,100000,2997
388,28,100000,63048
84191,69,100000,2682
1482,78,100000,87343
652,97,100000,99951
65745,98,100000,7038
126,49,100000,99999
70,69,100000,100000
6287,43,100000,13332
26944,45,100000,3576
179,51,100000,99962
2024,8,100000,1332
184,50,100000,99939
43537,73,100000,5842
36771592,68,100000,5
10,22,100000,100000
9281,68,100000,21869
114687,3,100000,2
9757,12,100000,672
1231,29,100000,28286
250,20,100000,53930
94,26,100000,97774
301,52,100000,99056
132,77,100000,100000
40215,57,100000,3922
28,24,100000,100000
3101085,50,100000,50
3895,56,100000,33050
34567061,85,100000,13
16373,76,100000,15911
6249041,84,100000,49
432,99,100000,99999
60,98,100000,100000
162148013,21,100000,0
1664410218,68,100000,0
28,75,100000,100000
1094,84,100000,96266
1922694551,59,100000,0
13733,50,100000,8524
45,80,100000,100000
365,17,100000,31609
421,24,100000,48530
1206,99,100000,98437
3299,24,100000,8018
1247270151,51,100000,0
1784,72,100000,76589
4599,74,100000,44632
7398,51,100000,15693
2751,47,100000,32385
6404,7,100000,329
194,79,100000,100000
1836,29,100000,19843
1818,56,100000,57473
32757,64,100000,5969
777,86,100000,99217
1637058,92,100000,251
205,58,100000,99984
8168893,22,100000,4
9201,55,100000,15221
173187,7,100000,16
54970,69,100000,4345
13337,60,100000,12450
22600,75,100000,11457
8870808,9,100000,0
1495,31,100000,26837
20649652,59,100000,6
2513391550,52,100000,1
463832380,40,100000,0
72,74,100000,100000
349,56,100000,99032
41611403,6,100000,0
733,98,100000,99883
65745,92,100000,6169
795819,13,100000,14
1137,49,100000,64980
36021554,54,100000,5
98880783,95,100000,8
24958,31,100000,1871
8906,65,100000,20782
39053,55,100000,3790
129782,96,100000,3450
159,47,100000,99944
47278,96,100000,9096
11296,14,100000,749
8184,64,100000,21787
308400,15,100000,37
334899,8,100000,11
243,36,100000,93559
136,24,100000,88452
20698,46,100000,4826
247,12,100000,23924
10247386,31,100000,4
17532,98,100000,23612
1304,65,100000,80439
3874448717,62,100000,0
10346,14,100000,897
505,50,100000,91869
227,95,100000,100000
33999,54,100000,4181
210,71,100000,100000
5987,59,100000,24960
1022,44,100000,61085
83,23,100000,96524
94,73,100000,100000
84,6,100000,16771
2822,33,100000,16965
25411,72,100000,9600
270,62,100000,99959
23462,7,100000,99
20497,46,100000,4965
9662,11,100000,573
46,15,100000,92370
4224386,48,100000,16
36831,89,100000,9958
4337,5,100000,240
356258,78,100000,776
2461,64,100000,56224
18590,70,100000,12204
8168893,85,100000,52
297,11,100000,16875
516255,25,100000,56
909,26,100000,30268
171,9,100000,19243
715007883,91,100000,0
14,14,100000,99998
54435,48,100000,2004
4121543458,17,100000,0
17875690,79,100000,13
47278,92,100000,8519
13600,49,100000,8334
36771592,79,100000,14
396,48,100000,94913
1712,45,100000,44108
2276480,10,100000,3
472,8,100000,5681
377451517,37,100000,0
20497,35,100000,2800
1002,62,100000,85256
155600738,87,100000,4
712,75,100000,98252
2285,10,100000,1930
3113,95,100000,76606
59308,27,100000,587
328068,58,100000,495
188,14,100000,38938
2011703,12,100000,2
63643,98,100000,7017
39,20,100000,99737
3088588424,27,100000,0
93328,74,100000,2831
47017,58,100000,3521
393333696,32,100000,0
91425,98,100000,4973
678,57,100000,91114
37,33,100000,100000
13337,43,100000,6580
3733048,95,100000,117
2024,5,100000,501
4380,18,100000,3484
33171299,44,100000,2
212821,92,100000,2017
973,94,100000,99053
27555772,30,100000,3
26550,74,100000,9874
1094,15,100000,9241
335,74,100000,99983
3088588424,21,100000,0
514175061,31,100000,0
677,68,100000,96935
40609,92,100000,9781
6404,19,100000,2688
720,31,100000,47865
593965103,47,100000,1
795819,6,100000,3
5871,76,100000,38590
27746,85,100000,11958
112,46,100000,99995
24919,37,100000,2656
332,3,100000,975
2975868,91,100000,134
99280,85,100000,3534
849,41,100000,62564
5299238,13,100000,1
65745,66,100000,3203
3795420754,63,100000,0
146,47,100000,99973
301,4,100000,1924
221776,38,100000,350
48068690,10,100000,0
384,70,100000,99879
9092,49,100000,12090
126622757,62,100000,2
535810211,39,100000,0
1388238,61,100000,119
64404,8,100000,35
6731,61,100000,23865
44444,28,100000,843
47088222,17,100000,0
13674547,67,100000,23
5777,8,100000,482
220882579,47,100000,1
1681,83,100000,87142
14705,63,100000,12584
11,58,100000,100000
1643,12,100000,3873
65,16,100000,86603
6379158,47,100000,22
13079,21,100000,1566
2695,58,100000,45960
6511984,61,100000,21
1019094,69,100000,229
84,46,100000,100000
1094,89,100000,97421
64144900,58,100000,2
14909,16,100000,805
49,13,100000,82717
4130,39,100000,16609
183489647,61,100000,0
36473,13,100000,226
46107,30,100000,930
14849537,37,100000,5
5222,29,100000,7537
74398,66,100000,2888
1564625510,23,100000,0
43483,51,100000,2811
1183,17,100000,11007
2189,64,100000,60439
90,62,100000,100000
7552,14,100000,1178
1326815376,12,100000,0
26443114,9,100000,0
2461,76,100000,68686
4511,67,100000,38898
13395624,67,100000,16
61205,9,100000,70
10346,29,100000,3815
3972,63,100000,39000
297,95,100000,100000
23462,47,100000,4489
250,44,100000,98133
1748,77,100000,81587
1854,93,100000,90481
24350767,64,100000,11
186,57,100000,99996
60610,82,100000,5408
265,12,100000,22493
44776,48,100000,2507
131950713,77,100000,4
2640,63,100000,52599
16125488,20,100000,2
14281,79,100000,19363
82,39,100000,99993
16527,88,100000,20701
158,72,100000,100000
64899,38,100000,1043
115,5,100000,8464
6274,11,100000,846
224,51,100000,99769
584204,19,100000,36
117,69,100000,100000
241,84,100000,100000
377451517,17,100000,0
560614,93,100000,759
6647576,91,100000,55
1388238,46,100000,79
8338985,64,100000,26
1438,73,100000,84424
2045315276,25,100000,0
1012,73,100000,92961
194,40,100000,98650
3733048,89,100000,131
3173,6,100000,482
1066,14,100000,8144
116603560,34,100000,0
1014987376,49,100000,0
1383,71,100000,84086
1845059253,9,100000,0
454,81,100000,99953
3955122195,34,100000,0
3364,93,100000,72354
2148,60,100000,56723
14849537,54,100000,9
729895723,34,100000,0
276,83,100000,100000
78,44,100000,100000
4312345,52,100000,31
100,94,100000,100000
46127754,80,100000,7
840,34,100000,49262
10,85,100000,100000
816,72,100000,95968
55509,6,100000,24
200062,49,100000,583
7350,26,100000,4391
3204,73,100000,56377
572288,40,100000,131
386869,72,100000,624
359,67,100000,99871
3934,26,100000,7852
18703,60,100000,9100
4212,97,100000,67126
53501,80,100000,5711
19896,89,100000,17910
4011,92,100000,64899
4037475450,28,100000,0
123,94,100000,100000
658431916,13,100000,0
9633035,65,100000,22
229,88,100000,100000
2695,87,100000,75215
283997,36,100000,204
134698181,49,100000,0
396,27,100000,59598
1177238,90,100000,306
421,32,100000,70171
44265190,38,100000,2
848,37,100000,54982
89560,93,100000,4727
1891,41,100000,35188
61,24,100000,99444
44444,66,100000,4764
40762647,31,100000,0
211963697,65,100000,1
170,71,100000,100000
82,8,100000,29789
17223,21,100000,1217
2104,56,100000,52676
658431916,21,100000,0
172,22,100000,75601
4294967296,24,100000,0
3050,39,100000,21782
43910,8,100000,69
2586,15,100000,3942
5814,67,100000,31820
37557,83,100000,8529
201,65,100000,99998
21,98,100000,100000
11885,4,100000,47
2321,65,100000,59316
4644,90,100000,58101
34706,5,100000,31
782,8,100000,3415
8547,21,100000,2409
71394,14,100000,137
109612944,22,100000,1
1106660,52,100000,129
2321,22,100000,9349
1370,63,100000,76559
42227,6,100000,36
497,88,100000,99971
25660,64,100000,7565
386869,75,100000,712
289911,91,100000,1438
52,17,100000,94836
526,21,100000,33154
1148578213,6,100000,0
140,60,100000,100000
61,83,100000,100000
10678570,26,100000,3
32,14,100000,96433
84191,37,100000,790
7495,84,100000,37448
59,79,100000,100000
5929,31,100000,7564
540,67,100000,98598
23501,10,100000,171
15860,37,100000,4041
127,13,100000,47065
3022,69,100000,53964
188,89,100000,100000
65,76,100000,100000
307157615,56,100000,0
64144900,48,100000,0
91425,96,100000,4770
284,60,100000,99885
2362708720,76,100000,0
91056707,59,100000,1
81,20,100000,92302
54,64,100000,100000
4,81,100000,100000
7552,80,100000,34334
95272,85,100000,3733
5325,78,100000,43217
8168893,73,100000,31
10970,82,100000,26280
212821,42,100000,401
80791,58,100000,2064
514175061,75,100000,0
26008,27,100000,1323
1671144,53,100000,76
17878,24,100000,1544
336,23,100000,53810
45215,39,100000,1678
72881,74,100000,3662
3748,69,100000,46670
3235,44,100000,25644
1153225,3,100000,1
126,28,100000,96041
3509245,31,100000,16
12952,37,100000,5014
32439,25,100000,880
1019094,68,100000,228
19331,76,100000,13792
95272,97,100000,4783
89560,55,100000,1636
546966811,57,100000,1
503687321,51,100000,0
60,35,100000,100000
244856371,88,100000,3
8201,57,100000,17640
14142,28,100000,2630
5777,70,100000,34206
36118,51,100000,3469
9568,70,100000,22099
8168893,47,100000,14
282853353,36,100000,0
1365,94,100000,96224
51,51,100000,100000
446904,50,100000,255
531,59,100000,96579
31182614,76,100000,11
84191,3,100000,2
15142,94,100000,25150
4682885,44,100000,14
162804,45,100000,633
321377,75,100000,854
1495,7,100000,1426
87379985,20,100000,0
15796573,21,100000,3
57160,45,100000,1727
36,93,100000,100000
63024,12,100000,98
49069572,12,100000,0
169654,72,100000,1470
57864497,58,100000,1
572288,41,100000,169
39824,62,100000,4558
598,45,100000,81726
56684223,22,100000,0
24857797,70,100000,12
98880783,44,100000,1
982,25,100000,26567
5273,49,100000,20053
994284460,20,100000,0
665,65,100000,96084
403148,89,100000,955
6020,27,100000,5715
1106660,23,100000,18
36771592,13,100000,0
144,79,100000,100000
19905,72,100000,12151
491,11,100000,10710
9474,58,100000,16076
88,73,100000,100000
4402137,43,100000,21
14281,86,100000,22717
43910,34,100000,1246
2232,67,100000,63216
1247270151,5,100000,0
1962728751,88,100000,1
3050,26,100000,10166
860717692,38,100000,0
3431,90,100000,69159
1845059253,37,100000,0
10678570,45,100000,6
78,43,100000,100000
43537,21,100000,449
98,53,100000,100000
1196907399,77,100000,0
28851,72,100000,8648
176793,83,100000,1934
207640228,49,100000,0
832,57,100000,85873
110,48,100000,100000
16527,95,100000,23402
90,63,100000,100000
1466,67,100000,78408
1784,50,100000,49879
8338985,56,100000,25
4295,87,100000,58394
302109,55,100000,528
5320,86,100000,49673
4212,46,100000,21613
2193,19,100000,7580
122,35,100000,99572
89,46,100000,100000
1283,88,100000,95099
28,51,100000,100000
846573,95,100000,474
11172,9,100000,287
745093556,96,100000,1
5874398,26,100000,2
8870808,31,100000,3
1066,32,100000,37131
25,66,100000,100000
80465925,54,100000,1
39824,3,100000,11
386869,52,100000,365
1171,62,100000,80722
247,6,100000,5837
2239,42,100000,32014
79,13,100000,64869
36473,84,100000,8916
1938,72,100000,73650
6647576,42,100000,15
83851722,4,100000,0
7398,53,100000,17273
133,50,100000,99998
31182614,80,100000,9
2565725199,43,100000,0
27476,93,100000,14526
19905,31,100000,2313
137502856,28,100000,0
38,63,100000,100000
16534,78,100000,16544
8025,30,100000,5158
21518536,52,100000,4
5814,15,100000,1741
51337,34,100000,1136
3051,84,100000,68283
1242,6,100000,1168
354822546,33,100000,0
121509934,10,100000,0
472,10,100000,9137
3656905,34,100000,9
540,56,100000,94883
13959278,97,100000,28
146272164,50,100000,1
55,75,100000,100000
1930474,87,100000,205
1201750,62,100000,161
96,16,100000,73378
8002271,34,100000,8
3498,99,100000,75349
31196,65,100000,6372
18247896,9,100000,0
1699066442,33,100000,0
472,70,100000,99549
107,35,100000,99826
17025,26,100000,1901
284,91,100000,100000
715007883,73,100000,1
8725,68,100000,23469
50091295,38,100000,0
138059,45,100000,711
141,54,100000,100000
50091295,19,100000,1
133,85,100000,100000
1928,68,100000,70000
12578,22,100000,1841
32,80,100000,100000
134,6,100000,10813
334899,12,100000,19
658,84,100000,99597
3050,30,100000,13317
232,77,100000,100000
606332600,99,100000,0
71394,57,100000,2226
1643,50,100000,53157
292,38,100000,92023
2367,33,100000,20133
12132,31,100000,3801
5754577,85,100000,69
9757,13,100000,785
34397,42,100000,2446
12,77,100000,100000
52199007,91,100000,5
309,33,100000,83128
91056707,73,100000,2
2513391550,26,100000,0
593965103,88,100000,2
277083932,23,100000,0
9474,19,100000,1734
1172493821,35,100000,0
30546575,38,100000,4
10047,65,100000,18725
65745,32,100000,731
2576106,37,100000,33
454371491,63,100000,0
606332600,15,100000,0
268,64,100000,99967
396,67,100000,99730
20497,45,100000,4733
5222,34,100000,10138
7218771,31,100000,7
83,68,100000,100000
14546648,92,100000,25
938457,46,100000,106
72,89,100000,100000
4419,3,100000,67
10863,34,100000,5204
227,79,100000,100000
17,71,100000,100000
18627852,46,100000,10
314821,3,100000,2
272530,29,100000,150
25912,29,100000,1579
6225,8,100000,475
5222,47,100000,18809
4973,33,100000,9964
6601,80,100000,38180
12592530,49,100000,9
3656905,53,100000,38
14004,15,100000,727
69,70,100000,100000
20649652,97,100000,18
896934455,93,100000,0
184232,88,100000,2057
85,9,100000,35475
24200,20,100000,780
21079617,8,100000,0
57,50,100000,100000
74398,3,100000,3
3748,44,100000,22227
1106660,30,100000,36
3111,99,100000,79472
22,74,100000,100000
8906,8,100000,301
1741462,8,100000,4
226394,11,100000,30
33861990,22,100000,0
28243,12,100000,219
34734,93,100000,11742
30592,74,100000,8547
9055515,95,100000,43
10245,76,100000,24540
809115951,85,100000,0
282853353,53,100000,0
101,21,100000,89280
846573,24,100000,36
1002,28,100000,32020
527004,70,100000,474
1359922,52,100000,94
1393,23,100000,16552
7947,79,100000,32034
17025,75,100000,15107
7369080,86,100000,48
40927,96,100000,10461
301,58,100000,99726
418418732,59,100000,1
1495,20,100000,11912
751,68,100000,95658
176080631,40,100000,1
73,28,100000,99742
198,66,100000,99999
186,3,100000,1577
302109,35,100000,214
645001739,35,100000,0
403148,53,100000,334
208480,50,100000,577
9092,68,100000,22319
748108,98,100000,650
5001,44,100000,17114
1603666,80,100000,196
1073,19,100000,14862
103041429,13,100000,0
117075,93,100000,3609
4295,47,100000,22392
1102200481,84,100000,0
54395405,89,100000,2
4782,97,100000,62459
20698,67,100000,10025
33305,40,100000,2320
16214,85,100000,19910
5987,29,100000,6637
5431,80,100000,44265
28293,10,100000,165
57160,67,100000,3830
29,59,100000,100000
366,55,100000,98585
217252,17,100000,55
2044,6,100000,664
1630460885,20,100000,0
11078,19,100000,1494
552,7,100000,3738
6666,94,100000,48281
799,85,100000,98987
2822,64,100000,51033
717901,35,100000,105
776445157,51,100000,0
2844199685,79,100000,0
285,23,100000,59844
1201750,38,100000,46
17532,48,100000,6192
23731,90,100000,15493
194,93,100000,100000
53285891,57,100000,3
1677,49,100000,51173
41008,52,100000,3195
1242,57,100000,73064
87,36,100000,99982
1818,37,100000,30924
7138,14,100000,1287
14249937,14,100000,1
48415,80,100000,6205
16190,26,100000,1953
34706,38,100000,2052
26443114,60,100000,4
30546575,44,100000,5
155600738,27,100000,0
47088222,47,100000,1
9672,38,100000,6995
4423,64,100000,36467
2096350,64,100000,82
549179,98,100000,870
46,13,100000,84673
865,98,100000,99703
540,87,100000,99938
173,14,100000,41757
2903421395,5,100000,0
172489077,9,100000,0
436024705,54,100000,2
1909,99,100000,92474
1002,35,100000,45144
18230,11,100000,328
505725,61,100000,365
135243,13,100000,62
549179,27,100000,70
208480,73,100000,1228
712,24,100000,32413
483349241,86,100000,0
176793,45,100000,550
9949,73,100000,23167
1617,5,100000,638
129259286,96,100000,5
73,62,100000,100000
103,57,100000,100000
7495,90,100000,41533
16696,80,100000,17503
11519,15,100000,878
31831896,84,100000,14
3987,71,100000,46706
29134,84,100000,11199
56604,64,100000,3527
9092,41,100000,8692
378978,98,100000,1261
43483,50,100000,2886
8,18,100000,100000
1148578213,9,100000,0
5273,37,100000,11902
1665,10,100000,2581
61205,21,100000,353
7643,35,100000,7526
4780392,24,100000,5
609,78,100000,99419
2822,69,100000,56525
101,17,100000,75846
551,72,100000,99251
121,69,100000,100000
191210414,59,100000,1
9092,48,100000,11531
5,66,100000,100000
776445157,71,100000,1
15220,37,100000,4235
214,52,100000,99877
4212,42,100000,18613
1854,11,100000,3039
22,46,100000,100000
32439,37,100000,2097
60543,38,100000,1147
825963302,51,100000,0
6666,60,100000,23350
12701,79,100000,21487
22,61,100000,100000
164,8,100000,15980
76,34,100000,99987
322,15,100000,28202
1985,41,100000,33856
135,67,100000,100000
49069572,52,100000,0
80,75,100000,100000
2011703,3,100000,0
332,52,100000,98583
1183,57,100000,74547
19331,87,100000,17554
6287,92,100000,48834
4554,90,100000,58840
4599,83,100000,52546
8593,16,100000,1366
27476,85,100000,12108
281,17,100000,38961
1382644319,31,100000,0
14849537,89,100000,30
43483,96,100000,9804
43483,70,100000,5429
706,62,100000,93727
307,85,100000,100000
3364,68,100000,49413
505725,36,100000,128
208480,7,100000,13
3431,63,100000,43642
5702,91,100000,51361
7839047,55,100000,23
1978,7,100000,1089
68,78,100000,100000
3533,52,100000,31296
17704,99,100000,23910
5001,34,100000,10717
220882579,14,100000,0
1891,89,100000,87861
35419,22,100000,604
6785992,4,100000,0
3235,92,100000,72708
32439,80,100000,9277
18,45,100000,100000
1681,22,100000,13076
1247270151,76,100000,0
16804007,24,100000,1
11405,89,100000,29200
36021554,98,100000,22
28831,6,100000,51
46127754,50,100000,5
799,84,100000,98897
98,64,100000,100000
184,51,100000,99958
557,56,100000,94187
25912,43,100000,3414
289911,93,100000,1491
703257,63,100000,289
7100,18,100000,2094
3299,20,100000,5644
17532,18,100000,881
3733048,8,100000,2
207,9,100000,16001
326746732,88,100000,1
3298858,22,100000,4
21314,47,100000,4921
8034,42,100000,10200
43,99,100000,100000
5431,62,100000,29518
3955122195,74,100000,0
15441,22,100000,1528
48,8,100000,46190
608785,47,100000,183
26,48,100000,100000
2963,39,100000,22335
31182614,14,100000,0
2992,64,100000,49194
329,27,100000,66642
319,5,100000,3108
162804,67,100000,1338
195981,15,100000,45
486,88,100000,99983
585,91,100000,99938
200062,16,100000,72
603,11,100000,8600
4207361924,23,100000,0
28129536,92,100000,20
314821,15,100000,31
26,18,100000,99964
882,80,100000,97464
13207,13,100000,618
8002271,81,100000,35
53382,56,100000,2801
1337,20,100000,13334
745093556,25,100000,0
2362708720,65,100000,0
5874398,7,100000,1
4121543458,32,100000,0
164,20,100000,70212
158,80,100000,100000
1079718661,18,100000,0
6379158,85,100000,55
4329,81,100000,52574
6798,5,100000,173
19143,30,100000,2259
64,64,100000,100000
45186876,13,100000,0
19,62,100000,100000
9436548,33,100000,9
103,17,100000,75401
6798,21,100000,3102
6287,89,100000,46507
957997,17,100000,14
53,78,100000,100000
526,19,100000,28097
15593,21,100000,1306
5430,38,100000,12116
7068,20,100000,2689
1962728751,77,100000,0
146272164,95,100000,2
37,8,100000,55621
187310254,56,100000,0
43910,9,100000,78
31,11,100000,86772
1814738,29,100000,20
882,55,100000,82251
516255,47,100000,208
226394,61,100000,814
40092,20,100000,473
191984,99,100000,2568
53906,49,100000,2195
2673684247,67,100000,0
1800,59,100000,61515
840,96,100000,99639
507,12,100000,12040
65,58,100000,100000
882,98,100000,99662
357,79,100000,99987
89560,71,100000,2747
8427,36,100000,7073
936,7,100000,2116
5,76,100000,100000
347585155,46,100000,0
16527,78,100000,16668
4736,26,100000,6720
458,69,100000,99552
20698,97,100000,20061
1507523,16,100000,8
843161448,34,100000,0
15900,44,100000,5882
58,56,100000,100000
103,62,100000,100000
187310254,71,100000,0
44,31,100000,100000
404,90,100000,99998
1383,80,100000,90415
3285564565,5,100000,0
21523,53,100000,6144
36021554,33,100000,2
1510,22,100000,14218
441,30,100000,63448
563,33,100000,61655
3746,36,100000,15507
183489647,83,100000,2
40,39,100000,100000
15142,20,100000,1227
18627852,38,100000,4
4690,48,100000,21331
10038368,95,100000,39
2461,84,100000,76360
495409,54,100000,302
686137020,83,100000,1
41779,69,100000,5412
287,23,100000,59617
378978,29,100000,113
102,27,100000,97678
2314516042,99,100000,1
977944,68,100000,207
31811,26,100000,1038
146272164,39,100000,0
256191,28,100000,147
1411433635,81,100000,0
347585155,94,100000,0
19092,33,100000,2732
21948,8,100000,153
34734,59,100000,4873
8547,88,100000,35932
11885,82,100000,24485
394925,25,100000,82
974003826,70,100000,0
569981753,85,100000,0
11407,85,100000,26735
4554,86,100000,55461
17878,10,100000,232
210,97,100000,100000
298,66,100000,99968
84191,86,100000,4166
19712,52,100000,6492
7643,17,100000,1659
64404,90,100000,6021
1343,69,100000,83069
277083932,33,100000,2
2323881,33,100000,23
22055,38,100000,3230
9244069,35,100000,7
99,51,100000,100000
77216841,93,100000,9
220882579,99,100000,2
3423812583,40,100000,0
80,85,100000,100000
1822,75,100000,78774
139,82,100000,100000
436,58,100000,98147
2714,50,100000,36441
14,49,100000,100000
94,3,100000,3257
