n,N,reps,n_fail
1299752038,49,100000,0
2687,73,100000,62816
212,68,100000,99999
152426916,70,100000,2
609,21,100000,29336
487,72,100000,99586
2064,28,100000,16831
2367,60,100000,53230
720,16,100000,15430
2565725199,33,100000,0
2485,86,100000,77390
658431916,57,100000,1
180474,92,100000,2305
621,16,100000,17719
467,12,100000,13283
198,28,100000,86475
4981538,34,100000,9
585,89,100000,99922
751,64,100000,93820
816,99,100000,99827
3332,23,100000,7356
53,72,100000,100000
7794,24,100000,3459
581849869,37,100000,0
310,98,100000,100000
1715,54,100000,57001
231,75,100000,100000
58859,67,100000,3694
47017,84,100000,7351
176080631,88,100000,3
216,84,100000,100000
71,77,100000,100000
80,93,100000,100000
221776,33,100000,210
37,64,100000,100000
26682,14,100000,332
8689868,48,100000,12
11885,47,100000,8785
10945,11,100000,483
7870,80,100000,33215
384,47,100000,94635
401523660,4,100000,0
33731,36,100000,1832
551,87,100000,99923
2024,93,100000,88280
31811,11,100000,160
700423713,10,100000,0
250966,31,100000,181
200062,37,100000,340
194,18,100000,55693
207640228,26,100000,0
1171,46,100000,59326
377,84,100000,99992
204227,94,100000,2125
117,83,100000,100000
16804007,5,100000,0
800,9,100000,4377
1766,71,100000,76264
1278392,75,100000,232
9244069,87,100000,44
3025589822,36,100000,0
19411664,5,100000,0
35286814,66,100000,5
1898,70,100000,72681
37689,79,100000,7877
59308,23,100000,433
22,23,100000,100000
90,34,100000,99938
1177238,61,100000,174
503687321,46,100000,0
2462125363,97,100000,0
307,18,100000,39811
2064,61,100000,59203
44341,44,100000,2074
1510,36,100000,34552
603,52,100000,89646
1671144,44,100000,56
23964,40,100000,3127
3050,82,100000,66512
777,78,100000,98159
7679152,56,100000,24
168970780,44,100000,0
584204,16,100000,19
3050,3,100000,87
4380,47,100000,21913
53285891,50,100000,2
10,69,100000,100000
671,83,100000,99481
22514,29,100000,1794
200,70,100000,99999
15860,6,100000,113
165524247,12,100000,0
11632,82,100000,24774
28,78,100000,100000
365,64,100000,99733
4312345,25,100000,3
279,5,100000,3527
266971,49,100000,454
1677,66,100000,72994
432,87,100000,99989
183,69,100000,100000
5377,71,100000,36973
874,44,100000,66761
18409,69,100000,12129
3218548198,94,100000,0
313553227,56,100000,0
46,95,100000,100000
2794,25,100000,10138
3381,20,100000,5518
27476,67,100000,7702
63,57,100000,100000
463832380,20,100000,0
31308,63,100000,6013
691,95,100000,99892
76,29,100000,99795
2523561,94,100000,174
169,60,100000,99999
2064,89,100000,85521
2096350,42,100000,39
1424,8,100000,2014
2926,17,100000,4572
678,46,100000,78941
2003596541,81,100000,0
2005,9,100000,1814
22600,50,100000,5238
54435,93,100000,7731
5591,50,100000,19541
8870808,18,100000,2
21605,42,100000,4024
125,58,100000,100000
2867,40,100000,23937
140365930,54,100000,0
1601,36,100000,32271
832,66,100000,92997
12952,79,100000,21151
149,29,100000,94634
198,84,100000,100000
520,21,100000,33590
5171,35,100000,10832
2878,17,100000,4606
115,80,100000,100000
60543,58,100000,2692
1698,77,100000,82523
560614,60,100000,319
129782,10,100000,30
2523561,33,100000,23
1032,24,100000,23886
97255,43,100000,906
2087902676,4,100000,0
217252,68,100000,1036
7247,60,100000,21647
1040313,97,100000,474
9383,45,100000,10197
13674547,98,100000,33
49069572,67,100000,4
88,38,100000,99990
132484,74,100000,2063
12096,52,100000,10196
1183,32,100000,34682
885,68,100000,92785
2053591,58,100000,96
11,35,100000,100000
507,66,100000,98795
12455,86,100000,25702
112,81,100000,100000
3582314,78,100000,82
13,43,100000,100000
6105,12,100000,1116
1273240716,14,100000,0
5754577,18,100000,4
25912,12,100000,238
140,46,100000,99970
574,9,100000,6153
1985,36,100000,27353
211963697,11,100000,0
7710,38,100000,8814
3895,11,100000,1393
251,20,100000,53954
366,78,100000,99985
159,86,100000,100000
12854731,29,100000,3
477,36,100000,73947
3671,23,100000,6668
10653,37,100000,6051
7369080,78,100000,34
71394,94,100000,5848
39,46,100000,100000
23950,72,100000,10195
2045315276,43,100000,0
4690,62,100000,33032
1310,33,100000,33601
7839047,18,100000,1
825963302,98,100000,0
33731,61,100000,5196
1978,84,100000,83232
1417144,93,100000,304
111895296,17,100000,0
463,84,100000,99965
23,48,100000,100000
227,81,100000,100000
12132,46,100000,8207
292,83,100000,100000
7947,85,100000,36512
3495102949,96,100000,0
10346,37,100000,6124
25375384,61,100000,10
2024,35,100000,25303
125,95,100000,100000
4973,92,100000,57059
212,8,100000,12582
378978,42,100000,239
3533,30,100000,11675
47478,31,100000,1024
347585155,68,100000,0
184232,8,100000,11
83,5,100000,11732
77,47,100000,100000
25903749,8,100000,0
16534,73,100000,14922
61803,65,100000,3273
8725,15,100000,1230
5085263,77,100000,56
25,69,100000,100000
16125488,8,100000,0
8906,41,100000,8658
19331,29,100000,2104
216377189,65,100000,1
5874398,44,100000,22
6,12,100000,100000
5377,57,100000,25959
421,25,100000,51640
53285891,15,100000,0
17025,83,100000,18168
2559,7,100000,822
634402,68,100000,387
586,62,100000,96386
8510,89,100000,36750
485305,71,100000,491
1452,7,100000,1465
28831,5,100000,38
6146,65,100000,28925
183489647,34,100000,0
1356,11,100000,3966
14004,8,100000,193
44776,37,100000,1504
1172493821,45,100000,0
38318845,37,100000,1
769,6,100000,1881
652,55,100000,90291
2372268,4,100000,0
1852524,78,100000,147
1741462,14,100000,3
1393,96,100000,96543
84191,6,100000,13
2794,53,100000,39411
882,82,100000,97904
136,49,100000,99995
454,14,100000,18322
77529,44,100000,1174
1040313,53,100000,133
572288,13,100000,13
12132,92,100000,29221
19411664,55,100000,11
49,78,100000,100000
227,3,100000,1343
190,58,100000,99999
3231571,10,100000,1
58,54,100000,100000
16056,14,100000,562
11405,33,100000,4490
23731,69,100000,9427
560614,87,100000,636
25,37,100000,100000
3364,57,100000,38161
1510,82,100000,89541
3733048,5,100000,1
8025,97,100000,44342
1665,86,100000,89320
51841,19,100000,333
815,58,100000,87544
303,93,100000,100000
63024,71,100000,3835
363676,18,100000,45
61554832,32,100000,1
195191783,18,100000,0
205,67,100000,100000
1106660,3,100000,0
30295,39,100000,2344
9244069,95,100000,51
9023,95,100000,39070
12906,51,100000,9432
12701,91,100000,27593
134,97,100000,100000
700423713,25,100000,0
295947,18,100000,47
25411,67,100000,8237
671,90,100000,99821
458,25,100000,48814
2061,9,100000,1842
257,35,100000,91083
14705,99,100000,28236
42649,6,100000,37
4879929,14,100000,0
584204,35,100000,103
191984,12,100000,26
301,27,100000,69760
140933,96,100000,3104
1860,58,100000,59042
860717692,48,100000,0
4207361924,51,100000,0
7279,78,100000,33935
54,59,100000,100000
75641832,38,100000,1
23462,46,100000,4300
276,15,100000,32072
21518536,29,100000,3
437788,94,100000,972
1153225,73,100000,240
885,83,100000,98157
13449,50,100000,8675
5660,81,100000,43611
260,29,100000,80088
79,71,100000,100000
74098950,9,100000,0
24857797,98,100000,18
27476,50,100000,4325
200062,94,100000,2248
279,58,100000,99832
2011703,45,100000,47
917,18,100000,15423
1538913,46,100000,72
1665,49,100000,51192
297,99,100000,100000
6348,77,100000,37283
161,66,100000,100000
4690,33,100000,10580
30893,18,100000,484
208480,94,100000,2074
30893,66,100000,6589
1643,62,100000,68643
313553227,95,100000,3
12854731,49,100000,4
1330,8,100000,2105
954,45,100000,64910
80465925,51,100000,3
161,53,100000,99995
357,15,100000,25429
96863890,24,100000,1
39931202,64,100000,4
1909,80,100000,81450
50,8,100000,44295
9023,16,100000,1341
138059,11,100000,30
706,22,100000,27898
1160,86,100000,96040
9023,30,100000,4718
8,9,100000,100000
7643,41,100000,10237
32494697,81,100000,8
4877,15,100000,2218
2367,97,100000,86464
760607838,20,100000,0
7552,17,100000,1831
1417144,54,100000,120
243,45,100000,98658
882194,76,100000,323
3857,7,100000,525
3111,64,100000,48012
89560,15,100000,126
703257,77,100000,433
9092,70,100000,23409
7398,80,100000,34763
779586,85,100000,473
341873,69,100000,712
5430,87,100000,50056
90,40,100000,99998
436024705,41,100000,0
808,46,100000,72806
25478,45,100000,3862
47478,37,100000,1358
386869,20,100000,52
113,4,100000,5240
20698,58,100000,7622
1410,36,100000,36169
77216841,48,100000,0
1221829314,21,100000,0
420111,53,100000,322
1084087,67,100000,176
42,99,100000,100000
60610,18,100000,236
149,55,100000,99998
581849869,15,100000,0
31,49,100000,100000
89199404,54,100000,2
4212,32,100000,11253
536,51,100000,91430
127,93,100000,100000
6379158,13,100000,0
19815852,88,100000,18
7000,42,100000,11557
99,11,100000,43948
19411664,36,100000,3
2210,95,100000,87065
1094,59,100000,79596
284,59,100000,99842
663,12,100000,9405
2230046,69,100000,98
325,50,100000,98061
9112,16,100000,1300
16872,35,100000,3444
8201,56,100000,17260
240,45,100000,98766
16373,25,100000,1814
45369,81,100000,6983
1665,59,100000,64717
285,92,100000,100000
30592,21,100000,658
1083,24,100000,22695
77216841,6,100000,0
645001739,6,100000,0
17878,84,100000,17855
6798,10,100000,669
2635,12,100000,2505
11127896,46,100000,12
8936,69,100000,23069
64899,33,100000,791
4466,61,100000,33741
1501448461,23,100000,0
977944,96,100000,465
47017,53,100000,2928
2053591,77,100000,143
3582314,70,100000,66
127135,25,100000,230
40,38,100000,100000
211963697,8,100000,0
400,87,100000,99994
52350,36,100000,1177
61,69,100000,100000
1257,45,100000,55058
30001,91,100000,12787
235920,11,100000,19
5537,41,100000,13793
35429,77,100000,8156
2019,10,100000,2190
3423812583,99,100000,0
1172493821,50,100000,0
2586,22,100000,8436
10653,11,100000,492
1734444275,57,100000,0
4877,48,100000,20622
7208,7,100000,277
326746732,62,100000,1
1052,90,100000,98009
249954752,35,100000,0
698,20,100000,24025
1019094,75,100000,258
301,35,100000,87205
766,60,100000,90645
26944,16,100000,423
90,67,100000,100000
278205,32,100000,174
13733,15,100000,739
6225,57,100000,22583
22600,55,100000,6416
355,17,100000,32214
9,91,100000,100000
168970780,95,100000,1
1603666,91,100000,253
536,64,100000,98059
13468,44,100000,6713
40762647,39,100000,2
366,9,100000,9618
1597204024,61,100000,0
1748,97,100000,93427
19143,84,100000,16473
16534,52,100000,7772
134,18,100000,69733
2276,97,100000,87401
187310254,49,100000,2
2230046,92,100000,164
1326815376,74,100000,0
2193,46,100000,37725
203404946,85,100000,1
28571,93,100000,13979
47944,77,100000,5947
4053812,53,100000,35
4736,29,100000,8208
2975868,6,100000,1
30001,95,100000,13878
33861990,29,100000,0
717901,9,100000,3
7138,91,100000,44134
73,96,100000,100000
4799,59,100000,30179
35767,93,100000,11257
44,39,100000,100000
1411433635,52,100000,0
1800,53,100000,54057
19905,70,100000,11525
3495102949,21,100000,0
5299238,87,100000,72
83,87,100000,100000
210,21,100000,64284
126622757,97,100000,6
11862,86,100000,26135
3987,73,100000,48675
4329,63,100000,36710
53,86,100000,100000
2729355498,11,100000,0
2189,15,100000,4611
485305,89,100000,820
19143,18,100000,856
2044,63,100000,61900
982,45,100000,64016
467,33,100000,68569
11519,95,100000,32276
1784,86,100000,87502
68511,77,100000,4158
4599,13,100000,1702
63024,76,100000,4470
1278392,61,100000,137
58859,57,100000,2706
1242,64,100000,80755
900563,20,100000,25
4736,86,100000,53842
111,83,100000,100000
2333,69,100000,63810
41,95,100000,100000
34567061,44,100000,2
5544,81,100000,44296
732849,16,100000,12
15,40,100000,100000
20698,17,100000,624
33861990,88,100000,10
172,36,100000,98031
265,80,100000,99999
493413503,31,100000,0
639,29,100000,47595
36118,61,100000,4940
16125488,51,100000,12
5522216,94,100000,71
1019094,36,100000,49
49069572,49,100000,3
6864,52,100000,17446
313,68,100000,99968
795819,46,100000,128
19490,54,100000,7189
12578,72,100000,18322
4253,83,100000,55253
1601,10,100000,2851
3674,32,100000,12625
3582314,40,100000,23
278,6,100000,5414
2148,78,100000,75610
3783,83,100000,59458
3874448717,44,100000,0
3244,5,100000,302
677,81,100000,99290
14605,45,100000,6486
762,44,100000,71618
363676,32,100000,123
1088,4,100000,508
621462,75,100000,462
12578,61,100000,13655
388,19,100000,36180
867,70,100000,94378
531,91,100000,99971
9833613,64,100000,19
799,45,100000,71654
1545,88,100000,91955
41008,20,100000,448
70,73,100000,100000
21966593,95,100000,22
67114,12,100000,97
16527,85,100000,19481
94,70,100000,100000
6537,88,100000,44495
38318845,74,100000,5
9023,19,100000,1892
5320,33,100000,9400
1383,22,100000,15410
7947,28,100000,4591
430,25,100000,50797
332,92,100000,100000
99280,67,100000,2225
60,36,100000,100000
66843950,92,100000,3
732849,97,100000,656
603,38,100000,69728
1359922,38,100000,41
1267,84,100000,93919
463832380,11,100000,0
13079,8,100000,218
2011703,9,100000,5
2189,32,100000,20243
34734,35,100000,1689
1610,75,100000,82667
5754577,80,100000,51
8345,80,100000,31911
1057695407,74,100000,0
4207361924,56,100000,0
13733,32,100000,3624
249954752,98,100000,2
212,32,100000,91540
340495385,96,100000,3
427131015,89,100000,2
3671,56,100000,34301
95272,25,100000,315
896934455,76,100000,1
2903421395,77,100000,0
674861,41,100000,112
3783,23,100000,6650
424,71,100000,99794
220,83,100000,100000
2148,94,100000,87392
891,82,100000,97896
915610356,57,100000,1
41611403,70,100000,5
135,62,100000,100000
6146,69,100000,31786
46107,21,100000,436
4682885,92,100000,86
349,95,100000,100000
2239,79,100000,75030
5121,59,100000,28448
172,74,100000,100000
475406,87,100000,771
8870808,79,100000,24
510,97,100000,99997
30670,97,100000,13960
647611,76,100000,447
4782,18,100000,3110
74098950,8,100000,0
87379985,31,100000,0
20497,21,100000,976
7071528,53,100000,12
1570956,23,100000,24
21734,9,100000,162
2822,76,100000,63741
22514,78,100000,12475
4736,34,100000,11103
14421,6,100000,105
6046,39,100000,11430
432,34,100000,73692
427131015,92,100000,1
149922,63,100000,1280
326746732,68,100000,0
3810778,53,100000,25
179746969,80,100000,4
4224386,14,100000,3
755,8,100000,3747
18,93,100000,100000
44265190,84,100000,11
4879929,89,100000,72
233,30,100000,85787
2510,26,100000,12157
341873,48,100000,340
191984,30,100000,213
1343,36,100000,37769
47017,71,100000,5128
10900918,34,100000,5
2510,38,100000,24823
211963697,37,100000,0
537978,87,100000,697
161,91,100000,100000
138059,54,100000,1039
11837583,29,100000,3
923,39,100000,55753
60610,57,100000,2623
16,20,100000,100000
39437,28,100000,924
2323881,87,100000,154
2850,27,100000,11810
537978,65,100000,388
92,28,100000,98969
24437,44,100000,3819
18627852,53,100000,5
585,31,100000,55502
636,21,100000,28628
2740,20,100000,6758
1283,60,100000,75348
152426916,7,100000,0
100939671,7,100000,0
3567,23,100000,6839
2344,36,100000,23688
59069348,5,100000,0
80791,32,100000,611
800,80,100000,98319
34062,92,100000,11555
799,95,100000,99717
11172,42,100000,7526
1985,25,100000,14170
34734,6,100000,37
621462,51,100000,203
321377,79,100000,973
1807425182,65,100000,0
36,33,100000,100000
9568,34,100000,5722
1637058,98,100000,297
1137,62,100000,81531
125,36,100000,99637
23854079,72,100000,6
473490263,13,100000,0
53501,42,100000,1604
17948,97,100000,22852
36473,96,100000,11624
277083932,39,100000,0
671,88,100000,99719
2975868,71,100000,77
2482,9,100000,1483
2045315276,38,100000,0
24449,84,100000,13351
782,66,100000,94091
34706,13,100000,229
40609,93,100000,10122
188068,53,100000,729
5071,69,100000,37305
319,49,100000,97934
31196,15,100000,327
1410,66,100000,78521
621,9,100000,5529
17361,37,100000,3738
18627852,69,100000,19
49268,62,100000,3819
1734444275,43,100000,0
572288,57,100000,289
43060,29,100000,992
4241,66,100000,39774
6601,64,100000,26551
3299,70,100000,52059
2559,62,100000,52524
1698,64,100000,70159
5212,73,100000,39593
2610,17,100000,5168
3088588424,61,100000,0
1393,79,100000,89589
235920,35,100000,253
809115951,36,100000,0
1157,48,100000,62451
21107,54,100000,6592
945,65,100000,89498
7071528,54,100000,22
448,29,100000,60454
4329,21,100000,4714
2822,96,100000,80504
10653,47,100000,9677
1267,27,100000,24221
32123,92,100000,12142
119,99,100000,100000
13959278,9,100000,0
74,28,100000,99698
55752,64,100000,3621
1182,3,100000,255
3567877718,12,100000,0
11643,34,100000,4763
2140000,46,100000,55
1513,34,100000,31190
71394,54,100000,1896
31502,26,100000,1035
3231571,94,100000,145
5544,71,100000,36309
134698181,25,100000,0
1671144,65,100000,102
46127754,44,100000,0
262,67,100000,99991
37537247,84,100000,13
812389,83,100000,393
663,20,100000,25047
11,60,100000,100000
159483,13,100000,54
20,24,100000,100000
199256051,8,100000,0
53285891,85,100000,10
618957611,33,100000,0
44,55,100000,100000
2822,11,100000,1921
101,31,100000,99409
188,74,100000,100000
128,77,100000,100000
176080631,14,100000,0
49370,87,100000,7260
515,25,100000,44761
2431,38,100000,25220
161,81,100000,100000
2850,97,100000,80735
319,7,100000,6398
1183,98,100000,98438
17532,8,100000,154
27476,15,100000,348
13674547,66,100000,17
172489077,47,100000,0
43,55,100000,100000
44776,71,100000,5503
867,35,100000,50395
6379158,96,100000,83
867,64,100000,90824
621,21,100000,28852
4782,42,100000,16457
156230,82,100000,2096
234969466,60,100000,0
207640228,19,100000,1
9436548,76,100000,35
665,76,100000,98836
24350767,30,100000,1
34706,41,100000,2279
198,30,100000,90192
256191,34,100000,212
116603560,50,100000,0
2314516042,43,100000,0
85,22,100000,94877
3971125,84,100000,90
3783,28,100000,9714
39053,67,100000,5431
9055515,6,100000,0
463832380,42,100000,0
169654,25,100000,199
349,70,100000,99925
4701,11,100000,1045
2661,84,100000,73525
13079,97,100000,30113
2855708,19,100000,4
1495,24,100000,16997
70,93,100000,100000
156230,38,100000,492
4337,93,100000,63030
1610,21,100000,11997
3495102949,68,100000,0
2299,57,100000,50078
60543,89,100000,6189
2126,98,100000,89792
712,59,100000,91474
63,59,100000,100000
19015720,91,100000,19
1748,14,100000,5131
10288,29,100000,3864
11127896,91,100000,40
291,91,100000,100000
255159291,73,100000,1
335,47,100000,96697
216377189,30,100000,1
47017,22,100000,462
127135,10,100000,41
222,49,100000,99686
8689868,76,100000,31
169,90,100000,100000
56604,55,100000,2606
278205,75,100000,967
1160,80,100000,93889
562,93,100000,99964
2559,42,100000,28720
1962728751,5,100000,0
12643,12,100000,484
3081,18,100000,4833
942,59,100000,84409
186,59,100000,99997
67114,10,100000,66
127,56,100000,99999
209,51,100000,99860
3111,53,100000,35847
99,14,100000,61782
179746969,9,100000,0
3050,74,100000,58839
1148578213,86,100000,0
98,30,100000,99357
213,13,100000,31057
1922694551,85,100000,0
212,29,100000,86547
2903421395,85,100000,0
192,12,100000,29501
31196,50,100000,3873
1947,34,100000,24959
209,55,100000,99965
4402137,64,100000,47
146864,45,100000,675
2126,80,100000,77966
63090,92,100000,6443
3101085,47,100000,35
8002271,98,100000,54
6121578,61,100000,23
2140000,54,100000,60
14281,98,100000,28431
68511,17,100000,181
21518536,55,100000,9
8547,78,100000,30004
102,68,100000,100000
2431,19,100000,6942
3178,55,100000,37498
1891,22,100000,11474
8264,48,100000,12921
159483,44,100000,579
7138,86,100000,40076
33171299,93,100000,13
2344,7,100000,877
1422,91,100000,94716
1800,34,100000,27038
255,82,100000,100000
6674,32,100000,7263
1365,43,100000,48537
53501,27,100000,627
2087902676,53,100000,0
32757,51,100000,3963
2421664,83,100000,133
6511984,6,100000,1
369752557,70,100000,0
116,34,100000,99506
1538913,16,100000,9
432,92,100000,99997
1226773,67,100000,177
307,4,100000,1973
6404,82,100000,40658
691,51,100000,85022
1066,6,100000,1391
1698,69,100000,75512
2061,45,100000,38718
9436548,72,100000,34
428,54,100000,96919
65,84,100000,100000
233,45,100000,98955
621462,53,100000,223
377,13,100000,18825
537978,54,100000,284
149,92,100000,100000
205,98,100000,100000
200062,62,100000,908
658431916,62,100000,0
352,61,100000,99590
412,66,100000,99616
99280,17,100000,136
3810778,23,100000,9
593965103,64,100000,0
1083,99,100000,99044
436,38,100000,80907
6,14,100000,100000
3235,69,100000,51869
1337,69,100000,83312
117,34,100000,99529
138059,60,100000,1272
14909,25,100000,1994
1705941,92,100000,229
37192,41,100000,2076
43362303,52,100000,6
7000,15,100000,1486
16056,61,100000,10691
37557,36,100000,1733
255159291,86,100000,0
33,95,100000,100000
36920,97,100000,11903
39437,94,100000,10550
647611,28,100000,63
131950713,73,100000,5
720,50,100000,82607
10038368,25,100000,0
520,76,100000,99696
365,84,100000,99998
647611,93,100000,640
159,87,100000,100000
409884155,35,100000,0
174,16,100000,50737
2431,58,100000,49280
3795420754,50,100000,0
2367,46,100000,35639
32123,78,100000,8868
24437,43,100000,3705
1370,26,100000,21216
473490263,66,100000,0
109612944,47,100000,1
129259286,92,100000,4
2193,94,100000,86775
354822546,27,100000,0
923,80,100000,96962
2053591,87,100000,167
283997,81,100000,1182
180474,44,100000,542
467,84,100000,99967
10460756,95,100000,50
114,10,100000,33218
627,11,100000,8606
665,11,100000,7927
28129536,8,100000,0
36771592,52,100000,0
99,15,100000,67157
250,18,100000,46358
8547,22,100000,2636
231,74,100000,100000
2740,88,100000,75582
24,90,100000,100000
260472198,81,100000,1
158840645,39,100000,0
1586,83,100000,88724
347585155,53,100000,0
5431,6,100000,251
4511,76,100000,47168
35286814,18,100000,0
249954752,83,100000,0
183,35,100000,96883
982,79,100000,96004
1966,87,100000,85502
63024,92,100000,6485
12826,73,100000,18608
2661,98,100000,83589
124040005,58,100000,0
322,36,100000,86783
38674,33,100000,1371
17153898,62,100000,7
33305,48,100000,3444
6105,21,100000,3304
44776,17,100000,312
107377145,67,100000,3
527004,93,100000,831
73,59,100000,100000
233,48,100000,99444
942,78,100000,96230
3204,5,100000,310
165524247,6,100000,0
16461252,79,100000,27
45186876,67,100000,5
6121578,69,100000,36
21734,48,100000,5117
101348,25,100000,324
19092,14,100000,486
3710,28,100000,9696
28,80,100000,100000
2867,94,100000,78548
47278,64,100000,4241
85,91,100000,100000
54615,57,100000,2762
1766,10,100000,2488
87733,47,100000,1187
109612944,44,100000,0
7068,92,100000,44695
41008,54,100000,3385
3656905,46,100000,27
47278,80,100000,6628
17361,10,100000,262
12455,12,100000,550
2064,94,100000,88089
12854731,56,100000,12
85944,40,100000,843
17025,70,100000,13284
2148,35,100000,24371
42,76,100000,100000
2105,25,100000,13246
5085263,79,100000,61
116603560,94,100000,5
19520,51,100000,6327
4011,65,100000,40435
755,74,100000,97580
963,84,100000,97618
7718,90,100000,40382
1665,58,100000,63373
18053,35,100000,3301
13175,21,100000,1506
505,36,100000,72187
20298,24,100000,1306
917,51,100000,75786
12096,91,100000,28703
49855,54,100000,2826
2584,48,100000,35781
34397,51,100000,3599
1482,71,100000,82063
21164,13,100000,373
1032,20,100000,16935
31960,10,100000,142
1681,17,100000,7824
314821,88,100000,1148
1836,75,100000,78418
10653,38,100000,6385
278,28,100000,75666
8104,50,100000,14012
527004,30,100000,80
658431916,63,100000,0
1196907399,82,100000,0
64,52,100000,100000
156,4,100000,3847
1304,35,100000,36632
370,74,100000,99960
29431,23,100000,859
572288,54,100000,234
126622757,73,100000,2
276,27,100000,72888
2189,26,100000,14014
2411904862,9,100000,0
13079,83,100000,22744
1172493821,33,100000,0
37537247,79,100000,11
598,48,100000,85607
172489077,86,100000,1
6411,81,100000,39802
8547,42,100000,9552
491,41,100000,81953
6225,26,100000,5155
42649,38,100000,1556
179,26,100000,84978
7208,62,100000,23090
43910,89,100000,8480
31182614,92,100000,15
301,62,100000,99870
456210,41,100000,167
6798,14,100000,1377
110,28,100000,97633
448,17,100000,26431
34706,7,100000,58
19815852,96,100000,18
16527,20,100000,1119
7710,47,100000,13233
245,32,100000,88103
1411433635,14,100000,0
183,4,100000,3175
51,93,100000,100000
3495102949,22,100000,0
55,89,100000,100000
618957611,89,100000,0
12132,20,100000,1556
2992,86,100000,71020
113,78,100000,100000
32439,85,100000,10370
2661,3,100000,113
1766,61,100000,64932
3173,58,100000,40471
843161448,12,100000,0
1854,54,100000,54367
46,71,100000,100000
3235,65,100000,47757
46560,27,100000,738
2635,60,100000,49207
36771592,59,100000,5
5001,63,100000,32469
865,77,100000,97035
1852524,86,100000,182
380,39,100000,86658
8184,10,100000,535
4253,67,100000,40873
3244,86,100000,67928
37192,72,100000,6719
64268,39,100000,1106
13733,69,100000,15803
55528022,92,100000,6
301,96,100000,100000
974003826,62,100000,0
37557,93,100000,10785
17948,45,100000,5278
2640,9,100000,1335
945,29,100000,35088
9833613,72,100000,30
510,58,100000,96531
3285564565,71,100000,1
6601,62,100000,25118
121509934,72,100000,2
1854,21,100000,10925
1125150416,33,100000,0
2381,49,100000,39267
6601,73,100000,32966
17,17,100000,100000
1822,38,100000,32092
10900918,40,100000,9
19331,80,100000,15236
170,39,100000,99196
1183,79,100000,93129
7350,32,100000,6489
37,95,100000,100000
9244069,24,100000,1
1891,56,100000,55923
27555772,9,100000,0
1247270151,15,100000,0
176793,37,100000,383
342,54,100000,98851
10678570,65,100000,14
304,25,100000,63966
2533,91,100000,80521
220882579,57,100000,0
46314,3,100000,5
8345,84,100000,34186
537978,20,100000,27
106,38,100000,99951
1337,28,100000,24642
9853,64,100000,18663
14421,98,100000,28067
61,55,100000,100000
763685,62,100000,251
1279,43,100000,50721
1748,65,100000,70015
155600738,68,100000,0
2053591,60,100000,76
961,29,100000,34985
57,32,100000,99999
3718004740,10,100000,0
1332184,21,100000,19
4037475450,65,100000,0
6379158,76,100000,48
72,92,100000,100000
2390,43,100000,31796
1586,67,100000,75630
9672,21,100000,2151
815,41,100000,63905
29420,34,100000,1900
33,49,100000,100000
94888137,38,100000,2
210,40,100000,98195
114,29,100000,97997
37926,42,100000,2280
106,5,100000,9204
1254,60,100000,76244
393333696,12,100000,0
25478,50,100000,4714
278205,51,100000,468
514175061,59,100000,0
1183,47,100000,60423
2321,44,100000,33897
13175,99,100000,30695
245,87,100000,100000
107811,66,100000,1953
16527,98,100000,25151
6121578,29,100000,7
1777722,99,100000,272
15291,75,100000,16616
535810211,57,100000,0
1784,33,100000,25736
143,26,100000,91249
116603560,53,100000,2
496,57,100000,96448
111895296,36,100000,0
597,51,100000,88761
16,67,100000,100000
20733,34,100000,2621
18957,84,100000,16614
51841,5,100000,15
345,16,100000,29817
100939671,6,100000,0
11407,64,100000,16049
139,60,100000,100000
117,89,100000,100000
8025,32,100000,6082
43537,10,100000,100
39053,8,100000,56
32494697,99,100000,13
483349241,77,100000,3
1909,89,100000,87697
362,69,100000,99893
505725,68,100000,466
63090,25,100000,514
51337,4,100000,9
1206,60,100000,77579
47088222,19,100000,0
1603666,42,100000,59
48068690,80,100000,7
74398,70,100000,3176
39116717,79,100000,11
195981,50,100000,583
162148013,35,100000,0
38674,49,100000,3012
39274,90,100000,9599
25,31,100000,100000
5758,55,100000,22939
3955122195,41,100000,0
53285891,90,100000,4
1254,61,100000,77295
146272164,66,100000,1
9292,54,100000,14198
58,7,100000,31684
28018,27,100000,1299
706,79,100000,98927
7718,43,100000,10981
7870,74,100000,29168
3895,44,100000,21538
28,84,100000,100000
2333,29,100000,16103
2640,99,100000,84677
411542,72,100000,622
1279,39,100000,44342
5522216,17,100000,4
2299,83,100000,77503
1601,93,100000,93526
48068690,72,100000,0
295,55,100000,99534
2584,40,100000,26360
10146,8,100000,290
35767,28,100000,1000
28243,71,100000,8480
4423,74,100000,45747
3051,46,100000,28658
22381,47,100000,4752
227,55,100000,99905
4,13,100000,100000
1201750,59,100000,137
15291,44,100000,6043
552,25,100000,42296
19896,44,100000,4667
1292,79,100000,91195
60610,62,100000,3103
671,23,100000,31545
53382,5,100000,27
57160,80,100000,5421
6404,65,100000,27855
992,96,100000,99121
2087902676,62,100000,0
3671,89,100000,65899
112348,42,100000,748
2323881,55,100000,60
162804,58,100000,1074
4736,55,100000,26902
42,41,100000,100000
2934,86,100000,71500
24350767,66,100000,4
24449,24,100000,1111
363676,33,100000,149
183489647,79,100000,3
278,32,100000,84332
934675126,3,100000,0
195191783,11,100000,0
2210,6,100000,662
174,5,100000,5702
