1000,0.05,475,475,0.85,0.0,0.006666666666666667,1.0
1000,0.05,475,475,0.85,0.05,0.0,1.0
1000,0.05,475,475,0.85,0.1,0.0,1.0
1000,0.05,475,475,0.85,0.15000000000000002,0.0,1.0
1000,0.05,475,475,0.85,0.2,0.0,1.0
1000,0.05,475,475,0.85,0.25,0.0,1.0
1000,0.05,475,475,0.85,0.30000000000000004,0.0,1.0
1000,0.05,475,475,0.85,0.35000000000000003,0.0,1.0
1000,0.05,475,475,0.85,0.4,0.0,1.0
1000,0.05,475,475,0.85,0.45,0.0,0.9933333333333333
1000,0.05,475,475,0.85,0.5,0.0,0.9933333333333333
1000,0.05,475,475,0.85,0.55,0.0,1.0
1000,0.05,475,475,0.85,0.6000000000000001,0.0,1.0
1000,0.05,475,475,0.85,0.65,0.0,0.9933333333333333
1000,0.05,475,475,0.85,0.7000000000000001,0.0,0.9933333333333333
1000,0.05,475,475,0.85,0.75,0.0,1.0
1000,0.05,475,475,0.85,0.8,0.0,0.9933333333333333
1000,0.05,475,475,0.85,0.8500000000000001,0.0,0.9733333333333334
1000,0.05,475,475,0.85,0.9,0.0,0.7466666666666667
1000,0.05,475,475,0.85,0.9500000000000001,0.0,0.06
1000,0.05,475,475,0.85,1.0,0.0,0.0
1000,0.05,475,475,0.8624999999999999,0.0,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.05,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.1,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.15000000000000002,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.2,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.25,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.30000000000000004,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.35000000000000003,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.4,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.45,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.5,0.0,0.9933333333333333
1000,0.05,475,475,0.8624999999999999,0.55,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.6000000000000001,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.65,0.0,0.9933333333333333
1000,0.05,475,475,0.8624999999999999,0.7000000000000001,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.75,0.0,1.0
1000,0.05,475,475,0.8624999999999999,0.8,0.006666666666666667,0.9866666666666667
1000,0.05,475,475,0.8624999999999999,0.8500000000000001,0.0,0.98
1000,0.05,475,475,0.8624999999999999,0.9,0.0,0.9133333333333333
1000,0.05,475,475,0.8624999999999999,0.9500000000000001,0.0,0.30666666666666664
1000,0.05,475,475,0.8624999999999999,1.0,0.0,0.0
1000,0.05,475,475,0.875,0.0,0.013333333333333334,1.0
